method_raw,dataset_id,score,local_score,global_score,cluster_score,n_score_metrics,complete_score_inputs,source_layer,method_id,parent_method,perturbation_axis,perturbation_axis_label,axis_order,parameter_label,method_family,method_order,param_group,param_value,cells,genes,sparsity_pct,n_batches,n_groups,size_mb,score_available
scGBM,cell_5k,0.6043157894736841,0.6243333333333333,0.37660000000000005,0.796,19,True,standard_metric_files,scGBM,scGBM,cell_number,cell number,4,5k,linear/probabilistic,5.0,cell,5k,5000.0,3000.0,47.0,1.0,5.0,169.0,True
scScope,cell_5k,0.5402631578947369,0.5861111111111111,0.316,0.682,19,True,standard_metric_files,scScope,scScope,cell_number,cell number,4,5k,deep generative/autoencoder,12.0,cell,5k,5000.0,3000.0,47.0,1.0,5.0,169.0,True
scvis,cell_5k,0.2682631578947369,0.3028888888888889,0.3082,0.16599999999999998,19,True,standard_metric_files,scvis,scvis,cell_number,cell number,4,5k,deep generative/autoencoder,9.0,cell,5k,5000.0,3000.0,47.0,1.0,5.0,169.0,True
tGPLVM,cell_5k,0.6438947368421054,0.6325555555555556,0.4262,0.882,19,True,standard_metric_files,tGPLVM,tGPLVM,cell_number,cell number,4,5k,linear/probabilistic,7.0,cell,5k,5000.0,3000.0,47.0,1.0,5.0,169.0,True
DRA,cell_1w,0.21478947368421056,0.3191111111111111,0.1498,0.092,19,True,standard_metric_files,DRA,DRA,cell_number,cell number,5,10k,deep generative/autoencoder,16.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
DREAM,cell_1w,0.4973684210526316,0.5428888888888888,0.44079999999999997,0.472,19,True,standard_metric_files,DREAM,DREAM,cell_number,cell number,5,10k,deep generative/autoencoder,15.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
EDGE,cell_1w,0.6618421052631579,0.6514444444444444,0.5104,0.8320000000000001,19,True,standard_metric_files,EDGE,EDGE,cell_number,cell number,5,10k,graph/diffusion,20.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
GLMPCA,cell_1w,0.49694736842105275,0.5457777777777778,0.4,0.506,19,True,standard_metric_files,GLMPCA,GLMPCA,cell_number,cell number,5,10k,linear/probabilistic,2.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
PCA,cell_1w,0.6540526315789473,0.6294444444444445,0.5384,0.8140000000000001,19,True,standard_metric_files,PCA,PCA,cell_number,cell number,5,10k,linear/probabilistic,1.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
PHATE,cell_1w,0.6920526315789474,0.6641111111111111,0.4364,0.998,19,True,standard_metric_files,PHATE,PHATE,cell_number,cell number,5,10k,graph/diffusion,19.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
PaCMAP,cell_1w,0.26821052631578945,0.31255555555555564,0.27460000000000007,0.182,19,True,standard_metric_files,PaCMAP,PaCMAP,cell_number,cell number,5,10k,metric/structure-aware,23.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
ParametricUMAP200,cell_1w,0.7084736842105263,0.6627777777777778,0.5172,0.982,19,True,standard_metric_files,Parametric UMAP 200,UMAP,cell_number,cell number,5,10k,graph/diffusion,17.2,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
ParametricUMAP50,cell_1w,0.7082105263157894,0.662,0.5176000000000001,0.982,19,True,standard_metric_files,Parametric UMAP 50,UMAP,cell_number,cell number,5,10k,graph/diffusion,17.1,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
SAUCIE,cell_1w,0.2155789473684211,0.25433333333333336,0.28340000000000004,0.078,19,True,standard_metric_files,SAUCIE,SAUCIE,cell_number,cell number,5,10k,deep generative/autoencoder,11.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
SCDRHA,cell_1w,0.4137368421052631,0.48055555555555546,0.4952,0.21199999999999997,19,True,standard_metric_files,SCDRHA,SCDRHA,cell_number,cell number,5,10k,deep generative/autoencoder,13.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
SPDR,cell_1w,0.7232631578947369,0.6658888888888889,0.5738000000000001,0.976,19,True,standard_metric_files,SPDR,SPDR,cell_number,cell number,5,10k,graph/diffusion,21.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
SQuaD_MDS,cell_1w,0.4811578947368422,0.5013333333333333,0.628,0.29800000000000004,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,cell_number,cell number,5,10k,metric/structure-aware,26.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
SQuaD_MDS_hybrid,cell_1w,0.6720526315789473,0.6573333333333333,0.5326,0.8380000000000001,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,cell_number,cell number,5,10k,metric/structure-aware,25.1,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
SSNMDI,cell_1w,0.22584210526315787,0.31577777777777777,0.20779999999999998,0.08199999999999999,19,True,standard_metric_files,SSNMDI,SSNMDI,cell_number,cell number,5,10k,linear/probabilistic,6.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
TSNE,cell_1w,0.663,0.6652222222222223,0.35600000000000004,0.966,19,True,standard_metric_files,t-SNE,t-SNE,cell_number,cell number,5,10k,metric/structure-aware,24.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
TriMap,cell_1w,0.6925263157894737,0.6617777777777778,0.4664,0.974,19,True,standard_metric_files,TriMap,TriMap,cell_number,cell number,5,10k,metric/structure-aware,25.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
UMAP,cell_1w,0.702421052631579,0.6643333333333333,0.5114,0.9620000000000001,19,True,standard_metric_files,UMAP,UMAP,cell_number,cell number,5,10k,graph/diffusion,17.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
VAE,cell_1w,0.6568947368421053,0.6597777777777778,0.4786,0.8300000000000001,19,True,standard_metric_files,VAE,VAE,cell_number,cell number,5,10k,deep generative/autoencoder,8.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
ZIFA,cell_1w,0.6512631578947369,0.6278888888888888,0.5286,0.8160000000000001,19,True,standard_metric_files,ZIFA,ZIFA,cell_number,cell number,5,10k,linear/probabilistic,4.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
ivis,cell_1w,0.7039473684210528,0.6625555555555555,0.5424,0.9400000000000001,19,True,standard_metric_files,IVIS,IVIS,cell_number,cell number,5,10k,metric/structure-aware,22.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
pCMF,cell_1w,0.20673684210526316,0.3001111111111111,0.23140000000000005,0.014000000000000002,19,True,standard_metric_files,pCMF,pCMF,cell_number,cell number,5,10k,linear/probabilistic,3.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
scGAE,cell_1w,0.23463157894736844,0.31688888888888894,0.2392,0.08199999999999999,19,True,standard_metric_files,scGAE,scGAE,cell_number,cell number,5,10k,deep generative/autoencoder,14.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
scGBM,cell_1w,0.6464736842105263,0.6265555555555555,0.5468,0.7819999999999999,19,True,standard_metric_files,scGBM,scGBM,cell_number,cell number,5,10k,linear/probabilistic,5.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
scScope,cell_1w,0.6419473684210526,0.6562222222222223,0.34419999999999995,0.914,19,True,standard_metric_files,scScope,scScope,cell_number,cell number,5,10k,deep generative/autoencoder,12.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
scvis,cell_1w,0.27242105263157895,0.26155555555555554,0.4524,0.11200000000000002,19,True,standard_metric_files,scvis,scvis,cell_number,cell number,5,10k,deep generative/autoencoder,9.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
tGPLVM,cell_1w,0.6926842105263157,0.6419999999999999,0.5686,0.908,19,True,standard_metric_files,tGPLVM,tGPLVM,cell_number,cell number,5,10k,linear/probabilistic,7.0,cell,1w,10000.0,3000.0,46.9,1.0,5.0,337.0,True
DRA,cell_2w,0.23384210526315793,0.3107777777777778,0.2352,0.094,19,True,standard_metric_files,DRA,DRA,cell_number,cell number,6,20k,deep generative/autoencoder,16.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
DREAM,cell_2w,0.5592631578947368,0.5907777777777777,0.4918,0.5700000000000001,19,True,standard_metric_files,DREAM,DREAM,cell_number,cell number,6,20k,deep generative/autoencoder,15.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
EDGE,cell_2w,0.6857894736842106,0.6642222222222222,0.49640000000000006,0.914,19,True,standard_metric_files,EDGE,EDGE,cell_number,cell number,6,20k,graph/diffusion,20.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
GLMPCA,cell_2w,0.5926315789473684,0.6641111111111111,0.37259999999999993,0.6839999999999999,19,True,standard_metric_files,GLMPCA,GLMPCA,cell_number,cell number,6,20k,linear/probabilistic,2.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
PCA,cell_2w,0.6245263157894737,0.6268888888888889,0.43279999999999996,0.8119999999999999,19,True,standard_metric_files,PCA,PCA,cell_number,cell number,6,20k,linear/probabilistic,1.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
PHATE,cell_2w,0.7107368421052631,0.6666666666666666,0.5027999999999999,0.998,19,True,standard_metric_files,PHATE,PHATE,cell_number,cell number,6,20k,graph/diffusion,19.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
PaCMAP,cell_2w,0.25831578947368417,0.31600000000000006,0.23079999999999998,0.182,19,True,standard_metric_files,PaCMAP,PaCMAP,cell_number,cell number,6,20k,metric/structure-aware,23.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
ParametricUMAP200,cell_2w,0.6908947368421053,0.6661111111111112,0.4344,0.992,19,True,standard_metric_files,Parametric UMAP 200,UMAP,cell_number,cell number,6,20k,graph/diffusion,17.2,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
ParametricUMAP50,cell_2w,0.6774736842105263,0.6654444444444445,0.3846,0.992,19,True,standard_metric_files,Parametric UMAP 50,UMAP,cell_number,cell number,6,20k,graph/diffusion,17.1,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
SAUCIE,cell_2w,0.23210526315789473,0.24877777777777782,0.3502,0.08399999999999999,19,True,standard_metric_files,SAUCIE,SAUCIE,cell_number,cell number,6,20k,deep generative/autoencoder,11.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
SCDRHA,cell_2w,0.38805263157894737,0.516888888888889,0.45219999999999994,0.092,19,True,standard_metric_files,SCDRHA,SCDRHA,cell_number,cell number,6,20k,deep generative/autoencoder,13.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
SPDR,cell_2w,0.6274210526315791,0.6631111111111112,0.2246,0.966,19,True,standard_metric_files,SPDR,SPDR,cell_number,cell number,6,20k,graph/diffusion,21.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
SQuaD_MDS,cell_2w,0.4682105263157894,0.4977777777777777,0.5932000000000001,0.29000000000000004,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,cell_number,cell number,6,20k,metric/structure-aware,26.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
SQuaD_MDS_hybrid,cell_2w,0.664736842105263,0.6672222222222222,0.45499999999999996,0.8700000000000001,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,cell_number,cell number,6,20k,metric/structure-aware,25.1,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
SSNMDI,cell_2w,0.19815789473684212,0.3121111111111111,0.1212,0.06999999999999999,19,True,standard_metric_files,SSNMDI,SSNMDI,cell_number,cell number,6,20k,linear/probabilistic,6.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
TSNE,cell_2w,0.6650526315789475,0.6648888888888889,0.36839999999999995,0.9620000000000001,19,True,standard_metric_files,t-SNE,t-SNE,cell_number,cell number,6,20k,metric/structure-aware,24.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
TriMap,cell_2w,0.7093684210526315,0.6607777777777779,0.5342,0.9719999999999999,19,True,standard_metric_files,TriMap,TriMap,cell_number,cell number,6,20k,metric/structure-aware,25.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
UMAP,cell_2w,0.6891578947368421,0.668,0.4484,0.968,19,True,standard_metric_files,UMAP,UMAP,cell_number,cell number,6,20k,graph/diffusion,17.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
VAE,cell_2w,0.6618947368421051,0.6618888888888889,0.46579999999999994,0.858,19,True,standard_metric_files,VAE,VAE,cell_number,cell number,6,20k,deep generative/autoencoder,8.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
ZIFA,cell_2w,0.6217894736842107,0.6285555555555554,0.41740000000000005,0.8140000000000001,19,True,standard_metric_files,ZIFA,ZIFA,cell_number,cell number,6,20k,linear/probabilistic,4.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
ivis,cell_2w,0.6885263157894738,0.6702222222222222,0.46399999999999997,0.9460000000000001,19,True,standard_metric_files,IVIS,IVIS,cell_number,cell number,6,20k,metric/structure-aware,22.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
pCMF,cell_2w,0.2022105263157895,0.2998888888888889,0.21260000000000004,0.016,19,True,standard_metric_files,pCMF,pCMF,cell_number,cell number,6,20k,linear/probabilistic,3.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
scGAE,cell_2w,0.23521052631578945,0.331,0.21999999999999997,0.078,19,True,standard_metric_files,scGAE,scGAE,cell_number,cell number,6,20k,deep generative/autoencoder,14.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
scGBM,cell_2w,0.623421052631579,0.6248888888888889,0.4662,0.778,19,True,standard_metric_files,scGBM,scGBM,cell_number,cell number,6,20k,linear/probabilistic,5.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
scScope,cell_2w,0.6060526315789473,0.6441111111111112,0.37760000000000005,0.766,19,True,standard_metric_files,scScope,scScope,cell_number,cell number,6,20k,deep generative/autoencoder,12.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
scvis,cell_2w,0.22778947368421054,0.26488888888888895,0.2848,0.10400000000000001,19,True,standard_metric_files,scvis,scvis,cell_number,cell number,6,20k,deep generative/autoencoder,9.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
tGPLVM,cell_2w,0.6440526315789475,0.6352222222222222,0.4620000000000001,0.842,19,True,standard_metric_files,tGPLVM,tGPLVM,cell_number,cell number,6,20k,linear/probabilistic,7.0,cell,2w,20000.0,3000.0,46.9,1.0,5.0,674.0,True
DRA,cell_3w,0.26163157894736844,0.31366666666666665,0.32960000000000006,0.1,19,True,standard_metric_files,DRA,DRA,cell_number,cell number,7,30k,deep generative/autoencoder,16.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
DREAM,cell_3w,0.5194,0.4843333333333333,0.5962500000000001,0.5,15,True,standard_metric_files,DREAM,DREAM,cell_number,cell number,7,30k,deep generative/autoencoder,15.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
EDGE,cell_3w,0.6686666666666665,0.5745,0.55325,0.8739999999999999,15,True,standard_metric_files,EDGE,EDGE,cell_number,cell number,7,30k,graph/diffusion,20.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
GLMPCA,cell_3w,0.6605333333333333,0.5623333333333332,0.646,0.7899999999999999,15,True,standard_metric_files,GLMPCA,GLMPCA,cell_number,cell number,7,30k,linear/probabilistic,2.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
PCA,cell_3w,0.6933333333333332,0.5681666666666666,0.63775,0.8880000000000001,15,True,standard_metric_files,PCA,PCA,cell_number,cell number,7,30k,linear/probabilistic,1.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
PHATE,cell_3w,0.6795333333333333,0.5804999999999999,0.43,0.998,15,True,standard_metric_files,PHATE,PHATE,cell_number,cell number,7,30k,graph/diffusion,19.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
PaCMAP,cell_3w,0.23006666666666667,0.265,0.24025,0.18,15,True,standard_metric_files,PaCMAP,PaCMAP,cell_number,cell number,7,30k,metric/structure-aware,23.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
ParametricUMAP200,cell_3w,0.6975333333333334,0.5801666666666666,0.5055,0.992,15,True,standard_metric_files,Parametric UMAP 200,UMAP,cell_number,cell number,7,30k,graph/diffusion,17.2,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
ParametricUMAP50,cell_3w,0.7254666666666668,0.5803333333333334,0.61,0.992,15,True,standard_metric_files,Parametric UMAP 50,UMAP,cell_number,cell number,7,30k,graph/diffusion,17.1,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
SAUCIE,cell_3w,0.20980000000000001,0.24,0.32425000000000004,0.08199999999999999,15,True,standard_metric_files,SAUCIE,SAUCIE,cell_number,cell number,7,30k,deep generative/autoencoder,11.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
SPDR,cell_3w,0.7004666666666668,0.5801666666666666,0.5515,0.9640000000000001,15,True,standard_metric_files,SPDR,SPDR,cell_number,cell number,7,30k,graph/diffusion,21.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
SQuaD_MDS,cell_3w,0.4656,0.44283333333333336,0.70675,0.30000000000000004,15,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,cell_number,cell number,7,30k,metric/structure-aware,26.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
SQuaD_MDS_hybrid,cell_3w,0.6842666666666667,0.582,0.623,0.8560000000000001,15,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,cell_number,cell number,7,30k,metric/structure-aware,25.1,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
SSNMDI,cell_3w,0.17466666666666664,0.2605,0.17425000000000002,0.072,15,True,standard_metric_files,SSNMDI,SSNMDI,cell_number,cell number,7,30k,linear/probabilistic,6.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
TSNE,cell_3w,0.6716666666666666,0.5778333333333333,0.45450000000000007,0.958,15,True,standard_metric_files,t-SNE,t-SNE,cell_number,cell number,7,30k,metric/structure-aware,24.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
TriMap,cell_3w,0.7180666666666667,0.5761666666666666,0.6185,0.968,15,True,standard_metric_files,TriMap,TriMap,cell_number,cell number,7,30k,metric/structure-aware,25.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
UMAP,cell_3w,0.7060666666666667,0.5835,0.5674999999999999,0.9640000000000001,15,True,standard_metric_files,UMAP,UMAP,cell_number,cell number,7,30k,graph/diffusion,17.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
VAE,cell_3w,0.6069333333333334,0.575,0.3135,0.8799999999999999,15,True,standard_metric_files,VAE,VAE,cell_number,cell number,7,30k,deep generative/autoencoder,8.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
ZIFA,cell_3w,0.6790526315789475,0.6471111111111111,0.5316000000000001,0.884,19,True,standard_metric_files,ZIFA,ZIFA,cell_number,cell number,7,30k,linear/probabilistic,4.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
ivis,cell_3w,0.6902666666666666,0.5848333333333333,0.49624999999999997,0.9719999999999999,15,True,standard_metric_files,IVIS,IVIS,cell_number,cell number,7,30k,metric/structure-aware,22.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
pCMF,cell_3w,0.16199999999999998,0.24949999999999997,0.22075,0.01,15,True,standard_metric_files,pCMF,pCMF,cell_number,cell number,7,30k,linear/probabilistic,3.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
scGAE,cell_3w,0.20573333333333335,0.29433333333333334,0.2325,0.078,15,True,standard_metric_files,scGAE,scGAE,cell_number,cell number,7,30k,deep generative/autoencoder,14.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
scGBM,cell_3w,0.6502666666666667,0.5495,0.64925,0.772,15,True,standard_metric_files,scGBM,scGBM,cell_number,cell number,7,30k,linear/probabilistic,5.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
scScope,cell_3w,0.5606666666666666,0.5511666666666667,0.40075,0.7,15,True,standard_metric_files,scScope,scScope,cell_number,cell number,7,30k,deep generative/autoencoder,12.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
scvis,cell_3w,0.3131333333333333,0.2728333333333333,0.5149999999999999,0.2,15,True,standard_metric_files,scvis,scvis,cell_number,cell number,7,30k,deep generative/autoencoder,9.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
tGPLVM,cell_3w,0.6668666666666667,0.551,0.63675,0.8299999999999998,15,True,standard_metric_files,tGPLVM,tGPLVM,cell_number,cell number,7,30k,linear/probabilistic,7.0,cell,3w,30000.0,3000.0,47.6,1.0,5.0,1002.0,True
PCA,cell_4w,,,,,0,False,,PCA,PCA,cell_number,cell number,8,40k,linear/probabilistic,1.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
GLMPCA,cell_4w,,,,,0,False,,GLMPCA,GLMPCA,cell_number,cell number,8,40k,linear/probabilistic,2.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
pCMF,cell_4w,,,,,0,False,,pCMF,pCMF,cell_number,cell number,8,40k,linear/probabilistic,3.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
ZIFA,cell_4w,,,,,0,False,,ZIFA,ZIFA,cell_number,cell number,8,40k,linear/probabilistic,4.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
scGBM,cell_4w,,,,,0,False,,scGBM,scGBM,cell_number,cell number,8,40k,linear/probabilistic,5.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
SSNMDI,cell_4w,,,,,0,False,,SSNMDI,SSNMDI,cell_number,cell number,8,40k,linear/probabilistic,6.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
tGPLVM,cell_4w,,,,,0,False,,tGPLVM,tGPLVM,cell_number,cell number,8,40k,linear/probabilistic,7.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
VAE,cell_4w,,,,,0,False,,VAE,VAE,cell_number,cell number,8,40k,deep generative/autoencoder,8.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
scvis,cell_4w,,,,,0,False,,scvis,scvis,cell_number,cell number,8,40k,deep generative/autoencoder,9.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
SAUCIE,cell_4w,,,,,0,False,,SAUCIE,SAUCIE,cell_number,cell number,8,40k,deep generative/autoencoder,11.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
scScope,cell_4w,,,,,0,False,,scScope,scScope,cell_number,cell number,8,40k,deep generative/autoencoder,12.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
SCDRHA,cell_4w,,,,,0,False,,SCDRHA,SCDRHA,cell_number,cell number,8,40k,deep generative/autoencoder,13.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
scGAE,cell_4w,,,,,0,False,,scGAE,scGAE,cell_number,cell number,8,40k,deep generative/autoencoder,14.0,cell,4w,40000.0,3000.0,47.6,1.0,5.0,1335.0,False
