method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,source_file
scvis,0.5,scvis,scvis,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
EDGE,0.3,EDGE,EDGE,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
TriMap,0.21,TriMap,TriMap,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
ParametricUMAP50,0.25,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
DRA,0.21,DRA,DRA,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
SIMLR,0.34,SIMLR,SIMLR,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
SAUCIE,0.21,SAUCIE,SAUCIE,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
PCA,0.26,PCA,PCA,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
PHATE,0.2,PHATE,PHATE,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
ivis,0.21,IVIS,IVIS,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
scGAE,0.0,scGAE,scGAE,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
scGBM,0.72,scGBM,scGBM,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
SPDR,0.73,SPDR,SPDR,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
pCMF,-0.0,pCMF,pCMF,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
SQuaD_MDS_hybrid,0.91,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
SCDRHA,0.34,SCDRHA,SCDRHA,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
TSNE,0.72,t-SNE,t-SNE,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
UMAP,0.78,UMAP,UMAP,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
VAE,0.95,VAE,VAE,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
ZIFA,0.69,ZIFA,ZIFA,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
SQuaD_MDS,0.27,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
GLMPCA,0.61,GLMPCA,GLMPCA,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
ParametricUMAP200,0.74,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
ParametricUMAP50,0.34,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
SIMLR,0.57,SIMLR,SIMLR,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
PCA,0.7,PCA,PCA,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,ARI,metric\cluster\simulate\out_0.2\indicators\spectral_ARI.csv
ivis,0.26,IVIS,IVIS,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
scGBM,0.79,scGBM,scGBM,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
SPDR,0.87,SPDR,SPDR,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
SQuaD_MDS_hybrid,0.88,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
SCDRHA,0.51,SCDRHA,SCDRHA,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
TSNE,0.86,t-SNE,t-SNE,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
UMAP,0.86,UMAP,UMAP,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
VAE,0.92,VAE,VAE,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
GLMPCA,0.7,GLMPCA,GLMPCA,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
ParametricUMAP200,0.86,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
ParametricUMAP50,0.73,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
SIMLR,0.75,SIMLR,SIMLR,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
PCA,0.8,PCA,PCA,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,COMP,metric\cluster\simulate\out_0.2\indicators\spectral_COMP.csv
ivis,0.27,IVIS,IVIS,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
scGBM,0.81,scGBM,scGBM,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
SPDR,0.86,SPDR,SPDR,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
SQuaD_MDS_hybrid,0.88,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
SCDRHA,0.52,SCDRHA,SCDRHA,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
TSNE,0.85,t-SNE,t-SNE,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
UMAP,0.89,UMAP,UMAP,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
VAE,0.93,VAE,VAE,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
GLMPCA,0.72,GLMPCA,GLMPCA,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
ParametricUMAP200,0.86,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
ParametricUMAP50,0.58,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
SIMLR,0.76,SIMLR,SIMLR,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
PCA,0.8,PCA,PCA,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,HOMO,metric\cluster\simulate\out_0.2\indicators\spectral_HOMO.csv
ivis,0.26,IVIS,IVIS,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
scGBM,0.8,scGBM,scGBM,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
SPDR,0.87,SPDR,SPDR,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
SQuaD_MDS_hybrid,0.88,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
SCDRHA,0.52,SCDRHA,SCDRHA,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
TSNE,0.86,t-SNE,t-SNE,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
UMAP,0.88,UMAP,UMAP,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
VAE,0.92,VAE,VAE,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
GLMPCA,0.71,GLMPCA,GLMPCA,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
ParametricUMAP200,0.86,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
ParametricUMAP50,0.65,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
SIMLR,0.76,SIMLR,SIMLR,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
PCA,0.8,PCA,PCA,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,NMI,metric\cluster\simulate\out_0.2\indicators\spectral_NMI.csv
ivis,0.35,IVIS,IVIS,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
scGAE,0.5,scGAE,scGAE,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
scGBM,0.51,scGBM,scGBM,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
SPDR,0.52,SPDR,SPDR,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
pCMF,-0.09,pCMF,pCMF,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
SQuaD_MDS_hybrid,0.57,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
SCDRHA,0.38,SCDRHA,SCDRHA,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
TSNE,0.42,t-SNE,t-SNE,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
UMAP,0.56,UMAP,UMAP,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
VAE,0.51,VAE,VAE,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
DREAM,0.28,DREAM,DREAM,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
ZIFA,0.38,ZIFA,ZIFA,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
SSNMDI,0.39,SSNMDI,SSNMDI,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
tGPLVM,0.93,tGPLVM,tGPLVM,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
SQuaD_MDS,0.31,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
GLMPCA,0.44,GLMPCA,GLMPCA,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
PaCMAP,0.47,PaCMAP,PaCMAP,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
scScope,0.35,scScope,scScope,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
scvis,0.49,scvis,scvis,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
EDGE,0.61,EDGE,EDGE,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
TriMap,0.88,TriMap,TriMap,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
ParametricUMAP50,0.1,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
DRA,0.29,DRA,DRA,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
SIMLR,0.25,SIMLR,SIMLR,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
SAUCIE,0.32,SAUCIE,SAUCIE,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
PCA,0.37,PCA,PCA,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
PHATE,0.96,PHATE,PHATE,simulate,out_0.2,spectral,SIL,metric\cluster\simulate\out_0.2\indicators\spectral_SIL.csv
ivis,0.14,IVIS,IVIS,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
scGBM,0.78,scGBM,scGBM,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
SPDR,1.0,SPDR,SPDR,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
pCMF,-0.0,pCMF,pCMF,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
SQuaD_MDS_hybrid,0.9,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
SCDRHA,0.35,SCDRHA,SCDRHA,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
VAE,0.94,VAE,VAE,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
DREAM,0.01,DREAM,DREAM,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
tGPLVM,0.96,tGPLVM,tGPLVM,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
GLMPCA,0.73,GLMPCA,GLMPCA,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
PaCMAP,-0.0,PaCMAP,PaCMAP,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
scScope,0.02,scScope,scScope,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
scvis,0.0,scvis,scvis,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
EDGE,0.99,EDGE,EDGE,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
TriMap,1.0,TriMap,TriMap,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
DRA,-0.0,DRA,DRA,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
PCA,0.79,PCA,PCA,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.3,kmeans,ARI,metric\cluster\simulate\out_0.3\indicators\kmeans_ARI.csv
ivis,0.16,IVIS,IVIS,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
scGBM,0.85,scGBM,scGBM,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
SPDR,1.0,SPDR,SPDR,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
pCMF,0.0,pCMF,pCMF,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
SQuaD_MDS_hybrid,0.86,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
SCDRHA,0.5,SCDRHA,SCDRHA,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
UMAP,1.0,UMAP,UMAP,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
VAE,0.92,VAE,VAE,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
DREAM,0.02,DREAM,DREAM,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
ZIFA,0.87,ZIFA,ZIFA,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
tGPLVM,0.94,tGPLVM,tGPLVM,simulate,out_0.3,kmeans,COMP,metric\cluster\simulate\out_0.3\indicators\kmeans_COMP.csv
