method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,source_file
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.2,kmeans,HOMO,metric\cluster\simulate\out_0.2\indicators\kmeans_HOMO.csv
PCA,0.94,PCA,PCA,simulate,out_0.2,kmeans,HOMO,metric\cluster\simulate\out_0.2\indicators\kmeans_HOMO.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,kmeans,HOMO,metric\cluster\simulate\out_0.2\indicators\kmeans_HOMO.csv
ivis,0.25,IVIS,IVIS,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
scGBM,0.8,scGBM,scGBM,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
SPDR,1.0,SPDR,SPDR,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
SQuaD_MDS_hybrid,0.86,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
SCDRHA,0.49,SCDRHA,SCDRHA,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
UMAP,1.0,UMAP,UMAP,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
VAE,0.89,VAE,VAE,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
ZIFA,0.92,ZIFA,ZIFA,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
GLMPCA,0.77,GLMPCA,GLMPCA,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
scScope,0.01,scScope,scScope,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
scvis,0.01,scvis,scvis,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
EDGE,0.98,EDGE,EDGE,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
DRA,0.0,DRA,DRA,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
PCA,0.94,PCA,PCA,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,kmeans,NMI,metric\cluster\simulate\out_0.2\indicators\kmeans_NMI.csv
ivis,0.37,IVIS,IVIS,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
scGAE,0.51,scGAE,scGAE,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
scGBM,0.51,scGBM,scGBM,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
SPDR,0.88,SPDR,SPDR,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
pCMF,0.29,pCMF,pCMF,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
SQuaD_MDS_hybrid,0.58,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
SCDRHA,0.48,SCDRHA,SCDRHA,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
TSNE,0.84,t-SNE,t-SNE,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
UMAP,0.75,UMAP,UMAP,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
VAE,0.52,VAE,VAE,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
DREAM,0.31,DREAM,DREAM,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
ZIFA,0.73,ZIFA,ZIFA,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
SSNMDI,0.55,SSNMDI,SSNMDI,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
tGPLVM,0.93,tGPLVM,tGPLVM,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
GLMPCA,0.47,GLMPCA,GLMPCA,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
PaCMAP,0.93,PaCMAP,PaCMAP,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
ParametricUMAP200,0.87,Parametric UMAP 200,UMAP,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
scScope,0.35,scScope,scScope,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
scvis,0.53,scvis,scvis,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
EDGE,0.62,EDGE,EDGE,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
TriMap,0.88,TriMap,TriMap,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
ParametricUMAP50,0.86,Parametric UMAP 50,UMAP,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
DRA,0.32,DRA,DRA,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
SIMLR,0.94,SIMLR,SIMLR,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
SAUCIE,0.36,SAUCIE,SAUCIE,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
PCA,0.73,PCA,PCA,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
PHATE,0.96,PHATE,PHATE,simulate,out_0.2,kmeans,SIL,metric\cluster\simulate\out_0.2\indicators\kmeans_SIL.csv
ivis,0.07,IVIS,IVIS,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
scGAE,0.02,scGAE,scGAE,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
scGBM,0.21,scGBM,scGBM,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
SPDR,0.26,SPDR,SPDR,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
SQuaD_MDS_hybrid,0.25,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
SCDRHA,0.17,SCDRHA,SCDRHA,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
TSNE,0.26,t-SNE,t-SNE,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
UMAP,0.25,UMAP,UMAP,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
VAE,0.26,VAE,VAE,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
DREAM,0.0,DREAM,DREAM,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
ZIFA,0.26,ZIFA,ZIFA,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
tGPLVM,0.28,tGPLVM,tGPLVM,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
SQuaD_MDS,0.1,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
GLMPCA,0.2,GLMPCA,GLMPCA,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
PaCMAP,-0.0,PaCMAP,PaCMAP,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
ParametricUMAP200,0.25,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
scScope,0.01,scScope,scScope,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
scvis,0.0,scvis,scvis,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
EDGE,0.25,EDGE,EDGE,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
TriMap,0.27,TriMap,TriMap,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
ParametricUMAP50,0.27,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
DRA,-0.0,DRA,DRA,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
SIMLR,0.25,SIMLR,SIMLR,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
PCA,0.24,PCA,PCA,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
PHATE,0.28,PHATE,PHATE,simulate,out_0.2,louvain,ARI,metric\cluster\simulate\out_0.2\indicators\louvain_ARI.csv
ivis,0.16,IVIS,IVIS,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
scGAE,0.04,scGAE,scGAE,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
scGBM,0.4,scGBM,scGBM,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
SPDR,0.48,SPDR,SPDR,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
pCMF,0.01,pCMF,pCMF,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
SQuaD_MDS_hybrid,0.45,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
SCDRHA,0.37,SCDRHA,SCDRHA,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
TSNE,0.48,t-SNE,t-SNE,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
UMAP,0.47,UMAP,UMAP,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
VAE,0.46,VAE,VAE,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
ZIFA,0.46,ZIFA,ZIFA,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
tGPLVM,0.49,tGPLVM,tGPLVM,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
SQuaD_MDS,0.21,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
GLMPCA,0.38,GLMPCA,GLMPCA,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
ParametricUMAP200,0.47,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
scScope,0.03,scScope,scScope,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
scvis,0.02,scvis,scvis,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
EDGE,0.47,EDGE,EDGE,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
TriMap,0.48,TriMap,TriMap,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
ParametricUMAP50,0.48,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
DRA,0.01,DRA,DRA,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
SIMLR,0.47,SIMLR,SIMLR,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
PCA,0.45,PCA,PCA,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
PHATE,0.49,PHATE,PHATE,simulate,out_0.2,louvain,COMP,metric\cluster\simulate\out_0.2\indicators\louvain_COMP.csv
ivis,0.33,IVIS,IVIS,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
scGAE,0.09,scGAE,scGAE,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
scGBM,0.84,scGBM,scGBM,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
SPDR,1.0,SPDR,SPDR,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
pCMF,0.02,pCMF,pCMF,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
SQuaD_MDS_hybrid,0.91,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
SCDRHA,0.83,SCDRHA,SCDRHA,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
UMAP,1.0,UMAP,UMAP,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
VAE,0.96,VAE,VAE,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
DREAM,0.03,DREAM,DREAM,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
ZIFA,0.92,ZIFA,ZIFA,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
SSNMDI,0.02,SSNMDI,SSNMDI,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
SQuaD_MDS,0.44,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
GLMPCA,0.81,GLMPCA,GLMPCA,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
PaCMAP,0.02,PaCMAP,PaCMAP,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
scScope,0.07,scScope,scScope,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
scvis,0.04,scvis,scvis,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
EDGE,1.0,EDGE,EDGE,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
DRA,0.02,DRA,DRA,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
SAUCIE,0.04,SAUCIE,SAUCIE,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
PCA,0.94,PCA,PCA,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,louvain,HOMO,metric\cluster\simulate\out_0.2\indicators\louvain_HOMO.csv
ivis,0.21,IVIS,IVIS,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
scGAE,0.06,scGAE,scGAE,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
scGBM,0.54,scGBM,scGBM,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
SPDR,0.65,SPDR,SPDR,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
pCMF,0.01,pCMF,pCMF,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
SQuaD_MDS_hybrid,0.6,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
SCDRHA,0.52,SCDRHA,SCDRHA,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
TSNE,0.65,t-SNE,t-SNE,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
UMAP,0.64,UMAP,UMAP,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
VAE,0.62,VAE,VAE,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
DREAM,0.02,DREAM,DREAM,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
ZIFA,0.62,ZIFA,ZIFA,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
tGPLVM,0.66,tGPLVM,tGPLVM,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
SQuaD_MDS,0.28,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
GLMPCA,0.52,GLMPCA,GLMPCA,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
ParametricUMAP200,0.64,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
scScope,0.04,scScope,scScope,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
scvis,0.02,scvis,scvis,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
EDGE,0.64,EDGE,EDGE,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
TriMap,0.65,TriMap,TriMap,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
ParametricUMAP50,0.65,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
DRA,0.01,DRA,DRA,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
SIMLR,0.64,SIMLR,SIMLR,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
SAUCIE,0.03,SAUCIE,SAUCIE,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
PCA,0.61,PCA,PCA,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
PHATE,0.66,PHATE,PHATE,simulate,out_0.2,louvain,NMI,metric\cluster\simulate\out_0.2\indicators\louvain_NMI.csv
ivis,0.23,IVIS,IVIS,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
scGAE,0.37,scGAE,scGAE,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
scGBM,0.22,scGBM,scGBM,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
SPDR,0.2,SPDR,SPDR,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
pCMF,-0.44,pCMF,pCMF,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
SQuaD_MDS_hybrid,0.23,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
SCDRHA,0.35,SCDRHA,SCDRHA,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
TSNE,0.25,t-SNE,t-SNE,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
UMAP,0.29,UMAP,UMAP,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
VAE,0.29,VAE,VAE,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
DREAM,0.24,DREAM,DREAM,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
ZIFA,0.25,ZIFA,ZIFA,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
SSNMDI,0.43,SSNMDI,SSNMDI,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
tGPLVM,0.19,tGPLVM,tGPLVM,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
SQuaD_MDS,0.25,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
GLMPCA,0.23,GLMPCA,GLMPCA,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
PaCMAP,0.25,PaCMAP,PaCMAP,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
ParametricUMAP200,0.29,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
scScope,0.27,scScope,scScope,simulate,out_0.2,louvain,SIL,metric\cluster\simulate\out_0.2\indicators\louvain_SIL.csv
