method_id,knn_10,knn_30,nkr_30,aji_30,T_30,C_30,nh_30,svm,panel,random_triplet,spearman,k-nearest,centroid_distance,AUC,Qglobal,Pearson,score,rank,C_10,C_20,Mrre_false_10,Mrre_false_20,Mrre_false_30,Mrre_missing_10,Mrre_missing_20,Mrre_missing_30,T_10,T_20,aji_10,aji_20,knn_20,nh_10,nh_20,nkr_10,nkr_20,source,method_raw,parent_method,metric,value,dataset_category,dataset_id,structure_table,raw_metric_value,structure_metric_class,family,family_label,local_score,global_score,structure_mean
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,random_triplet,0.722,benchmarker,Baron_mouse,dr1,0.722,Global,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,random_triplet,0.701,benchmarker,Baron_mouse,dr1,0.701,Global,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,random_triplet,0.492,benchmarker,Baron_mouse,dr1,0.492,Global,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,random_triplet,0.636,benchmarker,Baron_mouse,dr1,0.636,Global,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,random_triplet,0.721,benchmarker,Baron_mouse,dr1,0.721,Global,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,random_triplet,0.59,benchmarker,Baron_mouse,dr1,0.59,Global,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,random_triplet,0.668,benchmarker,Baron_mouse,dr1,0.668,Global,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,random_triplet,0.575,benchmarker,Baron_mouse,dr1,0.575,Global,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,random_triplet,0.721,benchmarker,Baron_mouse,dr1,0.721,Global,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,random_triplet,0.696,benchmarker,Baron_mouse,dr1,0.696,Global,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,random_triplet,0.51,benchmarker,Baron_mouse,dr1,0.51,Global,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,random_triplet,0.511,benchmarker,Baron_mouse,dr1,0.511,Global,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,random_triplet,0.684,benchmarker,Baron_mouse,dr1,0.684,Global,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,random_triplet,0.564,benchmarker,Baron_mouse,dr1,0.564,Global,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,random_triplet,0.63,benchmarker,Baron_mouse,dr1,0.63,Global,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,random_triplet,0.578,benchmarker,Baron_mouse,dr1,0.578,Global,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,random_triplet,0.696,benchmarker,Baron_mouse,dr1,0.696,Global,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,random_triplet,0.553,benchmarker,Baron_mouse,dr1,0.553,Global,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,random_triplet,0.629,benchmarker,Baron_mouse,dr1,0.629,Global,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,random_triplet,0.61,benchmarker,Baron_mouse,dr1,0.61,Global,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,random_triplet,0.704,benchmarker,Baron_mouse,dr1,0.704,Global,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,random_triplet,0.677,benchmarker,Baron_mouse,dr1,0.677,Global,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,random_triplet,0.663,benchmarker,Baron_mouse,dr1,0.663,Global,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,random_triplet,0.694,benchmarker,Baron_mouse,dr1,0.694,Global,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,random_triplet,0.504,benchmarker,Baron_mouse,dr1,0.504,Global,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,random_triplet,0.665,benchmarker,Baron_mouse,dr1,0.665,Global,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,random_triplet,0.676,benchmarker,Baron_mouse,dr1,0.676,Global,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,random_triplet,0.76,benchmarker,Baron_mouse,dr1,0.76,Global,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,random_triplet,0.71,benchmarker,Baron_mouse,dr1,0.71,Global,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,centroid_distance,0.499,benchmarker,Baron_mouse,dr1,0.499,Global,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,centroid_distance,0.261,benchmarker,Baron_mouse,dr1,0.261,Global,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,centroid_distance,0.441,benchmarker,Baron_mouse,dr1,0.441,Global,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,centroid_distance,0.449,benchmarker,Baron_mouse,dr1,0.449,Global,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,centroid_distance,0.58,benchmarker,Baron_mouse,dr1,0.58,Global,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,centroid_distance,0.529,benchmarker,Baron_mouse,dr1,0.529,Global,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,centroid_distance,0.321,benchmarker,Baron_mouse,dr1,0.321,Global,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,centroid_distance,0.491,benchmarker,Baron_mouse,dr1,0.491,Global,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,centroid_distance,0.309,benchmarker,Baron_mouse,dr1,0.309,Global,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,centroid_distance,0.193,benchmarker,Baron_mouse,dr1,0.193,Global,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,centroid_distance,0.442,benchmarker,Baron_mouse,dr1,0.442,Global,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,centroid_distance,0.0,benchmarker,Baron_mouse,dr1,0.0,Global,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,centroid_distance,0.665,benchmarker,Baron_mouse,dr1,0.665,Global,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,centroid_distance,0.261,benchmarker,Baron_mouse,dr1,0.261,Global,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,centroid_distance,0.474,benchmarker,Baron_mouse,dr1,0.474,Global,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,centroid_distance,0.713,benchmarker,Baron_mouse,dr1,0.713,Global,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,centroid_distance,0.418,benchmarker,Baron_mouse,dr1,0.418,Global,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,centroid_distance,0.152,benchmarker,Baron_mouse,dr1,0.152,Global,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,centroid_distance,0.368,benchmarker,Baron_mouse,dr1,0.368,Global,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,centroid_distance,0.202,benchmarker,Baron_mouse,dr1,0.202,Global,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,centroid_distance,0.364,benchmarker,Baron_mouse,dr1,0.364,Global,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,centroid_distance,0.332,benchmarker,Baron_mouse,dr1,0.332,Global,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,centroid_distance,0.197,benchmarker,Baron_mouse,dr1,0.197,Global,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,centroid_distance,0.396,benchmarker,Baron_mouse,dr1,0.396,Global,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,centroid_distance,0.281,benchmarker,Baron_mouse,dr1,0.281,Global,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,centroid_distance,0.389,benchmarker,Baron_mouse,dr1,0.389,Global,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,centroid_distance,0.39,benchmarker,Baron_mouse,dr1,0.39,Global,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,centroid_distance,0.36,benchmarker,Baron_mouse,dr1,0.36,Global,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,centroid_distance,0.548,benchmarker,Baron_mouse,dr1,0.548,Global,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,T_30,0.74,benchmarker,Baron_mouse,dr2,0.74,Local,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,T_30,0.704,benchmarker,Baron_mouse,dr2,0.704,Local,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,T_30,0.507,benchmarker,Baron_mouse,dr2,0.507,Local,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,T_30,0.66,benchmarker,Baron_mouse,dr2,0.66,Local,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,T_30,0.829,benchmarker,Baron_mouse,dr2,0.829,Local,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,T_30,0.812,benchmarker,Baron_mouse,dr2,0.812,Local,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,T_30,0.804,benchmarker,Baron_mouse,dr2,0.804,Local,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,T_30,0.701,benchmarker,Baron_mouse,dr2,0.701,Local,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,T_30,0.751,benchmarker,Baron_mouse,dr2,0.751,Local,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,T_30,0.786,benchmarker,Baron_mouse,dr2,0.786,Local,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,T_30,0.508,benchmarker,Baron_mouse,dr2,0.508,Local,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,T_30,0.567,benchmarker,Baron_mouse,dr2,0.567,Local,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,T_30,0.783,benchmarker,Baron_mouse,dr2,0.783,Local,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,T_30,0.619,benchmarker,Baron_mouse,dr2,0.619,Local,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,T_30,0.749,benchmarker,Baron_mouse,dr2,0.749,Local,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,T_30,0.727,benchmarker,Baron_mouse,dr2,0.727,Local,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,T_30,0.737,benchmarker,Baron_mouse,dr2,0.737,Local,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,T_30,0.787,benchmarker,Baron_mouse,dr2,0.787,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,T_30,0.588,benchmarker,Baron_mouse,dr2,0.588,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,T_30,0.813,benchmarker,Baron_mouse,dr2,0.813,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,T_30,0.694,benchmarker,Baron_mouse,dr2,0.694,Local,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,T_30,0.818,benchmarker,Baron_mouse,dr2,0.818,Local,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,T_30,0.822,benchmarker,Baron_mouse,dr2,0.822,Local,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,T_30,0.798,benchmarker,Baron_mouse,dr2,0.798,Local,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,T_30,0.505,benchmarker,Baron_mouse,dr2,0.505,Local,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,T_30,0.802,benchmarker,Baron_mouse,dr2,0.802,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,T_30,0.805,benchmarker,Baron_mouse,dr2,0.805,Local,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,T_30,0.74,benchmarker,Baron_mouse,dr2,0.74,Local,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,T_30,0.815,benchmarker,Baron_mouse,dr2,0.815,Local,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,C_30,0.853,benchmarker,Baron_mouse,dr2,0.853,Local,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,C_30,0.733,benchmarker,Baron_mouse,dr2,0.733,Local,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,C_30,0.491,benchmarker,Baron_mouse,dr2,0.491,Local,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,C_30,0.744,benchmarker,Baron_mouse,dr2,0.744,Local,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,C_30,0.936,benchmarker,Baron_mouse,dr2,0.936,Local,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,C_30,0.831,benchmarker,Baron_mouse,dr2,0.831,Local,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,C_30,0.914,benchmarker,Baron_mouse,dr2,0.914,Local,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,C_30,0.733,benchmarker,Baron_mouse,dr2,0.733,Local,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,C_30,0.852,benchmarker,Baron_mouse,dr2,0.852,Local,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,C_30,0.915,benchmarker,Baron_mouse,dr2,0.915,Local,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,C_30,0.488,benchmarker,Baron_mouse,dr2,0.488,Local,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,C_30,0.709,benchmarker,Baron_mouse,dr2,0.709,Local,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,C_30,0.88,benchmarker,Baron_mouse,dr2,0.88,Local,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,C_30,0.625,benchmarker,Baron_mouse,dr2,0.625,Local,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,C_30,0.791,benchmarker,Baron_mouse,dr2,0.791,Local,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,C_30,0.748,benchmarker,Baron_mouse,dr2,0.748,Local,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,C_30,0.814,benchmarker,Baron_mouse,dr2,0.814,Local,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,C_30,0.779,benchmarker,Baron_mouse,dr2,0.779,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,C_30,0.72,benchmarker,Baron_mouse,dr2,0.72,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,C_30,0.837,benchmarker,Baron_mouse,dr2,0.837,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,C_30,0.793,benchmarker,Baron_mouse,dr2,0.793,Local,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,C_30,0.859,benchmarker,Baron_mouse,dr2,0.859,Local,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,C_30,0.891,benchmarker,Baron_mouse,dr2,0.891,Local,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,C_30,0.79,benchmarker,Baron_mouse,dr2,0.79,Local,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,C_30,0.51,benchmarker,Baron_mouse,dr2,0.51,Local,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,C_30,0.913,benchmarker,Baron_mouse,dr2,0.913,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,C_30,0.914,benchmarker,Baron_mouse,dr2,0.914,Local,graph/diffusion,graph,,,
