method_id,knn_10,knn_30,nkr_30,aji_30,T_30,C_30,nh_30,svm,panel,random_triplet,spearman,k-nearest,centroid_distance,AUC,Qglobal,Pearson,score,rank,C_10,C_20,Mrre_false_10,Mrre_false_20,Mrre_false_30,Mrre_missing_10,Mrre_missing_20,Mrre_missing_30,T_10,T_20,aji_10,aji_20,knn_20,nh_10,nh_20,nkr_10,nkr_20,source,method_raw,parent_method,metric,raw_metric_value,dataset_category,dataset_id,structure_table,structure_metric_class,family,family_label,local,global,overall_mean,median_rank,q1_rank,q3_rank,mean_structure_score,top3_fraction,dataset_instances,Local,Global,Cluster,local_rank,global_rank,rank_discordance,metric_median,metric_iqr,metric_range,n_metrics
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,spearman,0.634,simulate,de_0.8,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,spearman,0.526,simulate,de_0.8,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,spearman,0.526,simulate,de_0.8,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,spearman,0.599,simulate,de_0.8,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,spearman,0.002,simulate,de_0.8,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,spearman,0.681,simulate,de_0.8,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,spearman,0.571,simulate,de_0.8,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,T_30,0.898,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,T_30,0.503,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,T_30,0.899,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,T_30,0.912,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,T_30,0.9,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,T_30,0.9,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,T_30,0.862,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,T_30,0.903,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,T_30,0.503,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,T_30,0.739,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,T_30,0.899,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,T_30,0.568,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,T_30,0.901,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,T_30,0.899,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,T_30,0.87,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,T_30,0.9,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,T_30,0.901,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,T_30,0.909,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,T_30,0.888,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,T_30,0.908,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,T_30,0.909,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,T_30,0.904,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,T_30,0.501,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,T_30,0.87,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,T_30,0.907,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,C_30,0.903,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,C_30,0.507,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,C_30,0.895,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,C_30,0.952,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,C_30,0.907,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,C_30,0.903,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,C_30,0.894,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,C_30,0.916,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,C_30,0.508,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,C_30,0.832,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,C_30,0.902,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,C_30,0.405,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,C_30,0.899,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,C_30,0.863,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,C_30,0.896,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,C_30,0.902,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,C_30,0.903,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,C_30,0.937,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,C_30,0.901,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,C_30,0.937,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,C_30,0.947,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,C_30,0.874,simulate,de_0.8,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,C_30,0.502,simulate,de_0.8,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,C_30,0.869,simulate,de_0.8,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,C_30,0.922,simulate,de_0.8,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,Pearson,0.744,simulate,de_0.8,dr3,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,Pearson,0.015,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,Pearson,0.697,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,Pearson,0.755,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,Pearson,0.751,simulate,de_0.8,dr3,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,Pearson,0.77,simulate,de_0.8,dr3,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,Pearson,0.767,simulate,de_0.8,dr3,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,Pearson,0.762,simulate,de_0.8,dr3,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,Pearson,0.009,simulate,de_0.8,dr3,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,Pearson,0.517,simulate,de_0.8,dr3,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,Pearson,0.821,simulate,de_0.8,dr3,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,Pearson,0.096,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,Pearson,0.653,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,Pearson,0.676,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,Pearson,0.774,simulate,de_0.8,dr3,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,Pearson,0.729,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,Pearson,0.787,simulate,de_0.8,dr3,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,Pearson,0.806,simulate,de_0.8,dr3,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,Pearson,0.772,simulate,de_0.8,dr3,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,Pearson,0.747,simulate,de_0.8,dr3,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,Pearson,0.803,simulate,de_0.8,dr3,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,Pearson,0.811,simulate,de_0.8,dr3,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,Pearson,0.007,simulate,de_0.8,dr3,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,Pearson,0.646,simulate,de_0.8,dr3,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,Pearson,0.685,simulate,de_0.8,dr3,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,nh_30,0.991,simulate,de_0.8,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,nh_30,0.225,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,nh_30,0.999,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,nh_30,1.0,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,nh_30,1.0,simulate,de_0.8,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,nh_30,1.0,simulate,de_0.8,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,nh_30,0.894,simulate,de_0.8,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,nh_30,1.0,simulate,de_0.8,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,nh_30,0.228,simulate,de_0.8,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,nh_30,0.681,simulate,de_0.8,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,nh_30,1.0,simulate,de_0.8,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,nh_30,0.355,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,nh_30,1.0,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,nh_30,0.999,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,nh_30,0.917,simulate,de_0.8,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,nh_30,1.0,simulate,de_0.8,dr3,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,nh_30,1.0,simulate,de_0.8,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,nh_30,1.0,simulate,de_0.8,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,nh_30,0.966,simulate,de_0.8,dr3,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,nh_30,1.0,simulate,de_0.8,dr3,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,nh_30,1.0,simulate,de_0.8,dr3,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
