method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,family
ZIFA,0.25,ZIFA,ZIFA,TI,pair-3,kmeans,COMP,linear
SSNMDI,0.01,SSNMDI,SSNMDI,TI,pair-3,kmeans,COMP,linear
tGPLVM,0.03,tGPLVM,tGPLVM,TI,pair-3,kmeans,COMP,linear
SQuaD_MDS,0.15,SQuaD-MDS,SQuaD-MDS,TI,pair-3,kmeans,COMP,metric
GLMPCA,0.34,GLMPCA,GLMPCA,TI,pair-3,kmeans,COMP,linear
PaCMAP,0.01,PaCMAP,PaCMAP,TI,pair-3,kmeans,COMP,metric
ParametricUMAP200,0.18,Parametric UMAP 200,UMAP,TI,pair-3,kmeans,COMP,graph
scScope,0.15,scScope,scScope,TI,pair-3,kmeans,COMP,deep
scvis,0.29,scvis,scvis,TI,pair-3,kmeans,COMP,deep
EDGE,0.12,EDGE,EDGE,TI,pair-3,kmeans,COMP,graph
TriMap,0.31,TriMap,TriMap,TI,pair-3,kmeans,COMP,metric
ParametricUMAP50,0.17,Parametric UMAP 50,UMAP,TI,pair-3,kmeans,COMP,graph
DRA,0.0,DRA,DRA,TI,pair-3,kmeans,COMP,deep
SAUCIE,0.02,SAUCIE,SAUCIE,TI,pair-3,kmeans,COMP,deep
PCA,0.64,PCA,PCA,TI,pair-3,kmeans,COMP,linear
PHATE,0.32,PHATE,PHATE,TI,pair-3,kmeans,COMP,graph
ivis,0.45,IVIS,IVIS,TI,pair-3,kmeans,HOMO,metric
scGAE,0.12,scGAE,scGAE,TI,pair-3,kmeans,HOMO,deep
VASC,0.64,VASC,VASC,TI,pair-3,kmeans,HOMO,deep
scGBM,0.63,scGBM,scGBM,TI,pair-3,kmeans,HOMO,linear
SPDR,0.56,SPDR,SPDR,TI,pair-3,kmeans,HOMO,graph
pCMF,0.12,pCMF,pCMF,TI,pair-3,kmeans,HOMO,linear
SQuaD_MDS_hybrid,0.38,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,kmeans,HOMO,metric
SCDRHA,0.38,SCDRHA,SCDRHA,TI,pair-3,kmeans,HOMO,deep
TSNE,0.61,t-SNE,t-SNE,TI,pair-3,kmeans,HOMO,metric
UMAP,0.33,UMAP,UMAP,TI,pair-3,kmeans,HOMO,graph
VAE,0.52,VAE,VAE,TI,pair-3,kmeans,HOMO,deep
DREAM,0.54,DREAM,DREAM,TI,pair-3,kmeans,HOMO,deep
ZIFA,0.4,ZIFA,ZIFA,TI,pair-3,kmeans,HOMO,linear
SSNMDI,0.02,SSNMDI,SSNMDI,TI,pair-3,kmeans,HOMO,linear
tGPLVM,0.05,tGPLVM,tGPLVM,TI,pair-3,kmeans,HOMO,linear
SQuaD_MDS,0.28,SQuaD-MDS,SQuaD-MDS,TI,pair-3,kmeans,HOMO,metric
GLMPCA,0.6,GLMPCA,GLMPCA,TI,pair-3,kmeans,HOMO,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-3,kmeans,HOMO,metric
ParametricUMAP200,0.34,Parametric UMAP 200,UMAP,TI,pair-3,kmeans,HOMO,graph
scScope,0.29,scScope,scScope,TI,pair-3,kmeans,HOMO,deep
scvis,0.4,scvis,scvis,TI,pair-3,kmeans,HOMO,deep
EDGE,0.24,EDGE,EDGE,TI,pair-3,kmeans,HOMO,graph
TriMap,0.57,TriMap,TriMap,TI,pair-3,kmeans,HOMO,metric
ParametricUMAP50,0.32,Parametric UMAP 50,UMAP,TI,pair-3,kmeans,HOMO,graph
DRA,0.0,DRA,DRA,TI,pair-3,kmeans,HOMO,deep
SAUCIE,0.04,SAUCIE,SAUCIE,TI,pair-3,kmeans,HOMO,deep
PCA,0.53,PCA,PCA,TI,pair-3,kmeans,HOMO,linear
PHATE,0.55,PHATE,PHATE,TI,pair-3,kmeans,HOMO,graph
ivis,0.31,IVIS,IVIS,TI,pair-3,kmeans,NMI,metric
scGAE,0.08,scGAE,scGAE,TI,pair-3,kmeans,NMI,deep
VASC,0.51,VASC,VASC,TI,pair-3,kmeans,NMI,deep
scGBM,0.46,scGBM,scGBM,TI,pair-3,kmeans,NMI,linear
SPDR,0.39,SPDR,SPDR,TI,pair-3,kmeans,NMI,graph
pCMF,0.09,pCMF,pCMF,TI,pair-3,kmeans,NMI,linear
SQuaD_MDS_hybrid,0.27,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,kmeans,NMI,metric
SCDRHA,0.29,SCDRHA,SCDRHA,TI,pair-3,kmeans,NMI,deep
TSNE,0.44,t-SNE,t-SNE,TI,pair-3,kmeans,NMI,metric
UMAP,0.23,UMAP,UMAP,TI,pair-3,kmeans,NMI,graph
VAE,0.35,VAE,VAE,TI,pair-3,kmeans,NMI,deep
DREAM,0.39,DREAM,DREAM,TI,pair-3,kmeans,NMI,deep
ZIFA,0.31,ZIFA,ZIFA,TI,pair-3,kmeans,NMI,linear
SSNMDI,0.01,SSNMDI,SSNMDI,TI,pair-3,kmeans,NMI,linear
tGPLVM,0.03,tGPLVM,tGPLVM,TI,pair-3,kmeans,NMI,linear
SQuaD_MDS,0.2,SQuaD-MDS,SQuaD-MDS,TI,pair-3,kmeans,NMI,metric
GLMPCA,0.43,GLMPCA,GLMPCA,TI,pair-3,kmeans,NMI,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-3,kmeans,NMI,metric
ParametricUMAP200,0.23,Parametric UMAP 200,UMAP,TI,pair-3,kmeans,NMI,graph
scScope,0.19,scScope,scScope,TI,pair-3,kmeans,NMI,deep
scvis,0.34,scvis,scvis,TI,pair-3,kmeans,NMI,deep
EDGE,0.16,EDGE,EDGE,TI,pair-3,kmeans,NMI,graph
TriMap,0.4,TriMap,TriMap,TI,pair-3,kmeans,NMI,metric
ParametricUMAP50,0.22,Parametric UMAP 50,UMAP,TI,pair-3,kmeans,NMI,graph
DRA,0.0,DRA,DRA,TI,pair-3,kmeans,NMI,deep
SAUCIE,0.03,SAUCIE,SAUCIE,TI,pair-3,kmeans,NMI,deep
PCA,0.58,PCA,PCA,TI,pair-3,kmeans,NMI,linear
PHATE,0.4,PHATE,PHATE,TI,pair-3,kmeans,NMI,graph
ivis,0.4,IVIS,IVIS,TI,pair-3,kmeans,SIL,metric
scGAE,0.42,scGAE,scGAE,TI,pair-3,kmeans,SIL,deep
VASC,0.55,VASC,VASC,TI,pair-3,kmeans,SIL,deep
scGBM,0.39,scGBM,scGBM,TI,pair-3,kmeans,SIL,linear
SPDR,0.59,SPDR,SPDR,TI,pair-3,kmeans,SIL,graph
pCMF,0.52,pCMF,pCMF,TI,pair-3,kmeans,SIL,linear
SQuaD_MDS_hybrid,0.41,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,kmeans,SIL,metric
SCDRHA,0.47,SCDRHA,SCDRHA,TI,pair-3,kmeans,SIL,deep
TSNE,0.43,t-SNE,t-SNE,TI,pair-3,kmeans,SIL,metric
UMAP,0.47,UMAP,UMAP,TI,pair-3,kmeans,SIL,graph
VAE,0.39,VAE,VAE,TI,pair-3,kmeans,SIL,deep
DREAM,0.33,DREAM,DREAM,TI,pair-3,kmeans,SIL,deep
ZIFA,0.39,ZIFA,ZIFA,TI,pair-3,kmeans,SIL,linear
SSNMDI,0.41,SSNMDI,SSNMDI,TI,pair-3,kmeans,SIL,linear
tGPLVM,0.33,tGPLVM,tGPLVM,TI,pair-3,kmeans,SIL,linear
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,TI,pair-3,kmeans,SIL,metric
GLMPCA,0.4,GLMPCA,GLMPCA,TI,pair-3,kmeans,SIL,linear
PaCMAP,0.69,PaCMAP,PaCMAP,TI,pair-3,kmeans,SIL,metric
ParametricUMAP200,0.54,Parametric UMAP 200,UMAP,TI,pair-3,kmeans,SIL,graph
scScope,0.39,scScope,scScope,TI,pair-3,kmeans,SIL,deep
scvis,0.31,scvis,scvis,TI,pair-3,kmeans,SIL,deep
EDGE,0.39,EDGE,EDGE,TI,pair-3,kmeans,SIL,graph
TriMap,0.55,TriMap,TriMap,TI,pair-3,kmeans,SIL,metric
ParametricUMAP50,0.53,Parametric UMAP 50,UMAP,TI,pair-3,kmeans,SIL,graph
DRA,0.37,DRA,DRA,TI,pair-3,kmeans,SIL,deep
SAUCIE,0.51,SAUCIE,SAUCIE,TI,pair-3,kmeans,SIL,deep
PCA,0.67,PCA,PCA,TI,pair-3,kmeans,SIL,linear
PHATE,0.6,PHATE,PHATE,TI,pair-3,kmeans,SIL,graph
ivis,0.01,IVIS,IVIS,TI,pair-3,louvain,ARI,metric
scGAE,0.01,scGAE,scGAE,TI,pair-3,louvain,ARI,deep
VASC,0.02,VASC,VASC,TI,pair-3,louvain,ARI,deep
scGBM,0.01,scGBM,scGBM,TI,pair-3,louvain,ARI,linear
SPDR,0.01,SPDR,SPDR,TI,pair-3,louvain,ARI,graph
pCMF,0.0,pCMF,pCMF,TI,pair-3,louvain,ARI,linear
SQuaD_MDS_hybrid,0.01,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,louvain,ARI,metric
SCDRHA,0.01,SCDRHA,SCDRHA,TI,pair-3,louvain,ARI,deep
TSNE,0.02,t-SNE,t-SNE,TI,pair-3,louvain,ARI,metric
UMAP,0.01,UMAP,UMAP,TI,pair-3,louvain,ARI,graph
VAE,0.01,VAE,VAE,TI,pair-3,louvain,ARI,deep
DREAM,0.01,DREAM,DREAM,TI,pair-3,louvain,ARI,deep
ZIFA,0.01,ZIFA,ZIFA,TI,pair-3,louvain,ARI,linear
SSNMDI,0.0,SSNMDI,SSNMDI,TI,pair-3,louvain,ARI,linear
tGPLVM,0.0,tGPLVM,tGPLVM,TI,pair-3,louvain,ARI,linear
SQuaD_MDS,0.01,SQuaD-MDS,SQuaD-MDS,TI,pair-3,louvain,ARI,metric
GLMPCA,0.01,GLMPCA,GLMPCA,TI,pair-3,louvain,ARI,linear
PaCMAP,0.0,PaCMAP,PaCMAP,TI,pair-3,louvain,ARI,metric
ParametricUMAP200,0.01,Parametric UMAP 200,UMAP,TI,pair-3,louvain,ARI,graph
scScope,0.01,scScope,scScope,TI,pair-3,louvain,ARI,deep
scvis,0.01,scvis,scvis,TI,pair-3,louvain,ARI,deep
EDGE,0.01,EDGE,EDGE,TI,pair-3,louvain,ARI,graph
TriMap,0.01,TriMap,TriMap,TI,pair-3,louvain,ARI,metric
ParametricUMAP50,0.01,Parametric UMAP 50,UMAP,TI,pair-3,louvain,ARI,graph
DRA,0.0,DRA,DRA,TI,pair-3,louvain,ARI,deep
SAUCIE,0.0,SAUCIE,SAUCIE,TI,pair-3,louvain,ARI,deep
PCA,0.01,PCA,PCA,TI,pair-3,louvain,ARI,linear
PHATE,0.01,PHATE,PHATE,TI,pair-3,louvain,ARI,graph
ivis,0.13,IVIS,IVIS,TI,pair-3,louvain,COMP,metric
scGAE,0.11,scGAE,scGAE,TI,pair-3,louvain,COMP,deep
VASC,0.18,VASC,VASC,TI,pair-3,louvain,COMP,deep
scGBM,0.17,scGBM,scGBM,TI,pair-3,louvain,COMP,linear
SPDR,0.16,SPDR,SPDR,TI,pair-3,louvain,COMP,graph
pCMF,0.04,pCMF,pCMF,TI,pair-3,louvain,COMP,linear
SQuaD_MDS_hybrid,0.12,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,louvain,COMP,metric
SCDRHA,0.14,SCDRHA,SCDRHA,TI,pair-3,louvain,COMP,deep
TSNE,0.19,t-SNE,t-SNE,TI,pair-3,louvain,COMP,metric
UMAP,0.11,UMAP,UMAP,TI,pair-3,louvain,COMP,graph
VAE,0.17,VAE,VAE,TI,pair-3,louvain,COMP,deep
DREAM,0.15,DREAM,DREAM,TI,pair-3,louvain,COMP,deep
ZIFA,0.12,ZIFA,ZIFA,TI,pair-3,louvain,COMP,linear
SSNMDI,0.02,SSNMDI,SSNMDI,TI,pair-3,louvain,COMP,linear
tGPLVM,0.02,tGPLVM,tGPLVM,TI,pair-3,louvain,COMP,linear
SQuaD_MDS,0.1,SQuaD-MDS,SQuaD-MDS,TI,pair-3,louvain,COMP,metric
GLMPCA,0.16,GLMPCA,GLMPCA,TI,pair-3,louvain,COMP,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-3,louvain,COMP,metric
ParametricUMAP200,0.12,Parametric UMAP 200,UMAP,TI,pair-3,louvain,COMP,graph
scScope,0.11,scScope,scScope,TI,pair-3,louvain,COMP,deep
scvis,0.13,scvis,scvis,TI,pair-3,louvain,COMP,deep
EDGE,0.09,EDGE,EDGE,TI,pair-3,louvain,COMP,graph
TriMap,0.17,TriMap,TriMap,TI,pair-3,louvain,COMP,metric
ParametricUMAP50,0.11,Parametric UMAP 50,UMAP,TI,pair-3,louvain,COMP,graph
DRA,0.01,DRA,DRA,TI,pair-3,louvain,COMP,deep
SAUCIE,0.03,SAUCIE,SAUCIE,TI,pair-3,louvain,COMP,deep
PCA,0.16,PCA,PCA,TI,pair-3,louvain,COMP,linear
PHATE,0.16,PHATE,PHATE,TI,pair-3,louvain,COMP,graph
ivis,0.56,IVIS,IVIS,TI,pair-3,louvain,HOMO,metric
scGAE,0.52,scGAE,scGAE,TI,pair-3,louvain,HOMO,deep
VASC,0.77,VASC,VASC,TI,pair-3,louvain,HOMO,deep
scGBM,0.73,scGBM,scGBM,TI,pair-3,louvain,HOMO,linear
SPDR,0.7,SPDR,SPDR,TI,pair-3,louvain,HOMO,graph
pCMF,0.19,pCMF,pCMF,TI,pair-3,louvain,HOMO,linear
SQuaD_MDS_hybrid,0.52,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,louvain,HOMO,metric
SCDRHA,0.58,SCDRHA,SCDRHA,TI,pair-3,louvain,HOMO,deep
TSNE,0.78,t-SNE,t-SNE,TI,pair-3,louvain,HOMO,metric
UMAP,0.49,UMAP,UMAP,TI,pair-3,louvain,HOMO,graph
VAE,0.74,VAE,VAE,TI,pair-3,louvain,HOMO,deep
DREAM,0.64,DREAM,DREAM,TI,pair-3,louvain,HOMO,deep
ZIFA,0.53,ZIFA,ZIFA,TI,pair-3,louvain,HOMO,linear
SSNMDI,0.08,SSNMDI,SSNMDI,TI,pair-3,louvain,HOMO,linear
tGPLVM,0.09,tGPLVM,tGPLVM,TI,pair-3,louvain,HOMO,linear
SQuaD_MDS,0.43,SQuaD-MDS,SQuaD-MDS,TI,pair-3,louvain,HOMO,metric
GLMPCA,0.69,GLMPCA,GLMPCA,TI,pair-3,louvain,HOMO,linear
PaCMAP,0.07,PaCMAP,PaCMAP,TI,pair-3,louvain,HOMO,metric
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,TI,pair-3,louvain,HOMO,graph
scScope,0.45,scScope,scScope,TI,pair-3,louvain,HOMO,deep
scvis,0.57,scvis,scvis,TI,pair-3,louvain,HOMO,deep
EDGE,0.39,EDGE,EDGE,TI,pair-3,louvain,HOMO,graph
TriMap,0.72,TriMap,TriMap,TI,pair-3,louvain,HOMO,metric
ParametricUMAP50,0.48,Parametric UMAP 50,UMAP,TI,pair-3,louvain,HOMO,graph
DRA,0.04,DRA,DRA,TI,pair-3,louvain,HOMO,deep
SAUCIE,0.11,SAUCIE,SAUCIE,TI,pair-3,louvain,HOMO,deep
PCA,0.67,PCA,PCA,TI,pair-3,louvain,HOMO,linear
PHATE,0.7,PHATE,PHATE,TI,pair-3,louvain,HOMO,graph
ivis,0.21,IVIS,IVIS,TI,pair-3,louvain,NMI,metric
scGAE,0.18,scGAE,scGAE,TI,pair-3,louvain,NMI,deep
VASC,0.29,VASC,VASC,TI,pair-3,louvain,NMI,deep
scGBM,0.28,scGBM,scGBM,TI,pair-3,louvain,NMI,linear
SPDR,0.27,SPDR,SPDR,TI,pair-3,louvain,NMI,graph
pCMF,0.07,pCMF,pCMF,TI,pair-3,louvain,NMI,linear
SQuaD_MDS_hybrid,0.2,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,louvain,NMI,metric
SCDRHA,0.22,SCDRHA,SCDRHA,TI,pair-3,louvain,NMI,deep
TSNE,0.3,t-SNE,t-SNE,TI,pair-3,louvain,NMI,metric
UMAP,0.19,UMAP,UMAP,TI,pair-3,louvain,NMI,graph
VAE,0.28,VAE,VAE,TI,pair-3,louvain,NMI,deep
DREAM,0.24,DREAM,DREAM,TI,pair-3,louvain,NMI,deep
ZIFA,0.2,ZIFA,ZIFA,TI,pair-3,louvain,NMI,linear
SSNMDI,0.03,SSNMDI,SSNMDI,TI,pair-3,louvain,NMI,linear
tGPLVM,0.03,tGPLVM,tGPLVM,TI,pair-3,louvain,NMI,linear
SQuaD_MDS,0.16,SQuaD-MDS,SQuaD-MDS,TI,pair-3,louvain,NMI,metric
GLMPCA,0.26,GLMPCA,GLMPCA,TI,pair-3,louvain,NMI,linear
PaCMAP,0.03,PaCMAP,PaCMAP,TI,pair-3,louvain,NMI,metric
ParametricUMAP200,0.19,Parametric UMAP 200,UMAP,TI,pair-3,louvain,NMI,graph
scScope,0.18,scScope,scScope,TI,pair-3,louvain,NMI,deep
scvis,0.22,scvis,scvis,TI,pair-3,louvain,NMI,deep
EDGE,0.15,EDGE,EDGE,TI,pair-3,louvain,NMI,graph
TriMap,0.27,TriMap,TriMap,TI,pair-3,louvain,NMI,metric
ParametricUMAP50,0.18,Parametric UMAP 50,UMAP,TI,pair-3,louvain,NMI,graph
DRA,0.02,DRA,DRA,TI,pair-3,louvain,NMI,deep
SAUCIE,0.04,SAUCIE,SAUCIE,TI,pair-3,louvain,NMI,deep
PCA,0.25,PCA,PCA,TI,pair-3,louvain,NMI,linear
PHATE,0.27,PHATE,PHATE,TI,pair-3,louvain,NMI,graph
ivis,0.2,IVIS,IVIS,TI,pair-3,louvain,SIL,metric
scGAE,0.37,scGAE,scGAE,TI,pair-3,louvain,SIL,deep
VASC,0.22,VASC,VASC,TI,pair-3,louvain,SIL,deep
scGBM,0.21,scGBM,scGBM,TI,pair-3,louvain,SIL,linear
SPDR,0.21,SPDR,SPDR,TI,pair-3,louvain,SIL,graph
pCMF,0.49,pCMF,pCMF,TI,pair-3,louvain,SIL,linear
SQuaD_MDS_hybrid,0.21,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,louvain,SIL,metric
SCDRHA,0.21,SCDRHA,SCDRHA,TI,pair-3,louvain,SIL,deep
TSNE,0.27,t-SNE,t-SNE,TI,pair-3,louvain,SIL,metric
UMAP,0.23,UMAP,UMAP,TI,pair-3,louvain,SIL,graph
VAE,0.24,VAE,VAE,TI,pair-3,louvain,SIL,deep
DREAM,0.22,DREAM,DREAM,TI,pair-3,louvain,SIL,deep
ZIFA,0.2,ZIFA,ZIFA,TI,pair-3,louvain,SIL,linear
SSNMDI,0.36,SSNMDI,SSNMDI,TI,pair-3,louvain,SIL,linear
tGPLVM,0.2,tGPLVM,tGPLVM,TI,pair-3,louvain,SIL,linear
SQuaD_MDS,0.17,SQuaD-MDS,SQuaD-MDS,TI,pair-3,louvain,SIL,metric
GLMPCA,0.18,GLMPCA,GLMPCA,TI,pair-3,louvain,SIL,linear
PaCMAP,0.29,PaCMAP,PaCMAP,TI,pair-3,louvain,SIL,metric
ParametricUMAP200,0.22,Parametric UMAP 200,UMAP,TI,pair-3,louvain,SIL,graph
scScope,0.22,scScope,scScope,TI,pair-3,louvain,SIL,deep
scvis,0.17,scvis,scvis,TI,pair-3,louvain,SIL,deep
EDGE,0.2,EDGE,EDGE,TI,pair-3,louvain,SIL,graph
TriMap,0.21,TriMap,TriMap,TI,pair-3,louvain,SIL,metric
ParametricUMAP50,0.21,Parametric UMAP 50,UMAP,TI,pair-3,louvain,SIL,graph
DRA,0.19,DRA,DRA,TI,pair-3,louvain,SIL,deep
SAUCIE,0.27,SAUCIE,SAUCIE,TI,pair-3,louvain,SIL,deep
PCA,0.19,PCA,PCA,TI,pair-3,louvain,SIL,linear
PHATE,0.25,PHATE,PHATE,TI,pair-3,louvain,SIL,graph
ivis,0.09,IVIS,IVIS,TI,pair-3,spectral,ARI,metric
scGAE,-0.0,scGAE,scGAE,TI,pair-3,spectral,ARI,deep
VASC,0.15,VASC,VASC,TI,pair-3,spectral,ARI,deep
scGBM,0.14,scGBM,scGBM,TI,pair-3,spectral,ARI,linear
SPDR,0.11,SPDR,SPDR,TI,pair-3,spectral,ARI,graph
pCMF,0.02,pCMF,pCMF,TI,pair-3,spectral,ARI,linear
SQuaD_MDS_hybrid,0.1,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,spectral,ARI,metric
SCDRHA,0.1,SCDRHA,SCDRHA,TI,pair-3,spectral,ARI,deep
TSNE,0.18,t-SNE,t-SNE,TI,pair-3,spectral,ARI,metric
UMAP,0.14,UMAP,UMAP,TI,pair-3,spectral,ARI,graph
VAE,0.13,VAE,VAE,TI,pair-3,spectral,ARI,deep
DREAM,0.1,DREAM,DREAM,TI,pair-3,spectral,ARI,deep
ZIFA,0.08,ZIFA,ZIFA,TI,pair-3,spectral,ARI,linear
SSNMDI,0.01,SSNMDI,SSNMDI,TI,pair-3,spectral,ARI,linear
tGPLVM,0.01,tGPLVM,tGPLVM,TI,pair-3,spectral,ARI,linear
SQuaD_MDS,0.06,SQuaD-MDS,SQuaD-MDS,TI,pair-3,spectral,ARI,metric
GLMPCA,0.14,GLMPCA,GLMPCA,TI,pair-3,spectral,ARI,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-3,spectral,ARI,metric
ParametricUMAP200,0.14,Parametric UMAP 200,UMAP,TI,pair-3,spectral,ARI,graph
scScope,0.05,scScope,scScope,TI,pair-3,spectral,ARI,deep
scvis,0.06,scvis,scvis,TI,pair-3,spectral,ARI,deep
EDGE,0.05,EDGE,EDGE,TI,pair-3,spectral,ARI,graph
TriMap,0.18,TriMap,TriMap,TI,pair-3,spectral,ARI,metric
ParametricUMAP50,0.13,Parametric UMAP 50,UMAP,TI,pair-3,spectral,ARI,graph
DRA,0.0,DRA,DRA,TI,pair-3,spectral,ARI,deep
SAUCIE,0.01,SAUCIE,SAUCIE,TI,pair-3,spectral,ARI,deep
PCA,0.13,PCA,PCA,TI,pair-3,spectral,ARI,linear
PHATE,0.13,PHATE,PHATE,TI,pair-3,spectral,ARI,graph
ivis,0.22,IVIS,IVIS,TI,pair-3,spectral,COMP,metric
scGAE,0.06,scGAE,scGAE,TI,pair-3,spectral,COMP,deep
VASC,0.32,VASC,VASC,TI,pair-3,spectral,COMP,deep
scGBM,0.29,scGBM,scGBM,TI,pair-3,spectral,COMP,linear
SPDR,0.27,SPDR,SPDR,TI,pair-3,spectral,COMP,graph
pCMF,0.06,pCMF,pCMF,TI,pair-3,spectral,COMP,linear
SQuaD_MDS_hybrid,0.19,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,spectral,COMP,metric
SCDRHA,0.23,SCDRHA,SCDRHA,TI,pair-3,spectral,COMP,deep
TSNE,0.34,t-SNE,t-SNE,TI,pair-3,spectral,COMP,metric
UMAP,0.23,UMAP,UMAP,TI,pair-3,spectral,COMP,graph
VAE,0.3,VAE,VAE,TI,pair-3,spectral,COMP,deep
DREAM,0.26,DREAM,DREAM,TI,pair-3,spectral,COMP,deep
ZIFA,0.19,ZIFA,ZIFA,TI,pair-3,spectral,COMP,linear
SSNMDI,0.01,SSNMDI,SSNMDI,TI,pair-3,spectral,COMP,linear
tGPLVM,0.02,tGPLVM,tGPLVM,TI,pair-3,spectral,COMP,linear
SQuaD_MDS,0.15,SQuaD-MDS,SQuaD-MDS,TI,pair-3,spectral,COMP,metric
GLMPCA,0.3,GLMPCA,GLMPCA,TI,pair-3,spectral,COMP,linear
PaCMAP,0.01,PaCMAP,PaCMAP,TI,pair-3,spectral,COMP,metric
ParametricUMAP200,0.23,Parametric UMAP 200,UMAP,TI,pair-3,spectral,COMP,graph
scScope,0.13,scScope,scScope,TI,pair-3,spectral,COMP,deep
scvis,0.16,scvis,scvis,TI,pair-3,spectral,COMP,deep
EDGE,0.12,EDGE,EDGE,TI,pair-3,spectral,COMP,graph
TriMap,0.34,TriMap,TriMap,TI,pair-3,spectral,COMP,metric
ParametricUMAP50,0.23,Parametric UMAP 50,UMAP,TI,pair-3,spectral,COMP,graph
DRA,0.0,DRA,DRA,TI,pair-3,spectral,COMP,deep
SAUCIE,0.02,SAUCIE,SAUCIE,TI,pair-3,spectral,COMP,deep
PCA,0.29,PCA,PCA,TI,pair-3,spectral,COMP,linear
PHATE,0.29,PHATE,PHATE,TI,pair-3,spectral,COMP,graph
ivis,0.42,IVIS,IVIS,TI,pair-3,spectral,HOMO,metric
scGAE,0.1,scGAE,scGAE,TI,pair-3,spectral,HOMO,deep
VASC,0.57,VASC,VASC,TI,pair-3,spectral,HOMO,deep
scGBM,0.56,scGBM,scGBM,TI,pair-3,spectral,HOMO,linear
SPDR,0.47,SPDR,SPDR,TI,pair-3,spectral,HOMO,graph
pCMF,0.11,pCMF,pCMF,TI,pair-3,spectral,HOMO,linear
SQuaD_MDS_hybrid,0.35,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,spectral,HOMO,metric
SCDRHA,0.4,SCDRHA,SCDRHA,TI,pair-3,spectral,HOMO,deep
TSNE,0.57,t-SNE,t-SNE,TI,pair-3,spectral,HOMO,metric
UMAP,0.37,UMAP,UMAP,TI,pair-3,spectral,HOMO,graph
VAE,0.56,VAE,VAE,TI,pair-3,spectral,HOMO,deep
DREAM,0.5,DREAM,DREAM,TI,pair-3,spectral,HOMO,deep
ZIFA,0.37,ZIFA,ZIFA,TI,pair-3,spectral,HOMO,linear
SSNMDI,0.02,SSNMDI,SSNMDI,TI,pair-3,spectral,HOMO,linear
tGPLVM,0.04,tGPLVM,tGPLVM,TI,pair-3,spectral,HOMO,linear
SQuaD_MDS,0.29,SQuaD-MDS,SQuaD-MDS,TI,pair-3,spectral,HOMO,metric
GLMPCA,0.57,GLMPCA,GLMPCA,TI,pair-3,spectral,HOMO,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-3,spectral,HOMO,metric
ParametricUMAP200,0.37,Parametric UMAP 200,UMAP,TI,pair-3,spectral,HOMO,graph
scScope,0.26,scScope,scScope,TI,pair-3,spectral,HOMO,deep
scvis,0.32,scvis,scvis,TI,pair-3,spectral,HOMO,deep
EDGE,0.23,EDGE,EDGE,TI,pair-3,spectral,HOMO,graph
TriMap,0.56,TriMap,TriMap,TI,pair-3,spectral,HOMO,metric
ParametricUMAP50,0.36,Parametric UMAP 50,UMAP,TI,pair-3,spectral,HOMO,graph
DRA,0.0,DRA,DRA,TI,pair-3,spectral,HOMO,deep
SAUCIE,0.04,SAUCIE,SAUCIE,TI,pair-3,spectral,HOMO,deep
PCA,0.54,PCA,PCA,TI,pair-3,spectral,HOMO,linear
PHATE,0.5,PHATE,PHATE,TI,pair-3,spectral,HOMO,graph
ivis,0.29,IVIS,IVIS,TI,pair-3,spectral,NMI,metric
scGAE,0.07,scGAE,scGAE,TI,pair-3,spectral,NMI,deep
VASC,0.41,VASC,VASC,TI,pair-3,spectral,NMI,deep
scGBM,0.38,scGBM,scGBM,TI,pair-3,spectral,NMI,linear
SPDR,0.34,SPDR,SPDR,TI,pair-3,spectral,NMI,graph
pCMF,0.08,pCMF,pCMF,TI,pair-3,spectral,NMI,linear
SQuaD_MDS_hybrid,0.25,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,spectral,NMI,metric
SCDRHA,0.29,SCDRHA,SCDRHA,TI,pair-3,spectral,NMI,deep
TSNE,0.43,t-SNE,t-SNE,TI,pair-3,spectral,NMI,metric
UMAP,0.28,UMAP,UMAP,TI,pair-3,spectral,NMI,graph
VAE,0.39,VAE,VAE,TI,pair-3,spectral,NMI,deep
DREAM,0.34,DREAM,DREAM,TI,pair-3,spectral,NMI,deep
