method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,family
ZIFA,0.25,ZIFA,ZIFA,TI,pair-3,spectral,NMI,linear
SSNMDI,0.02,SSNMDI,SSNMDI,TI,pair-3,spectral,NMI,linear
tGPLVM,0.03,tGPLVM,tGPLVM,TI,pair-3,spectral,NMI,linear
SQuaD_MDS,0.2,SQuaD-MDS,SQuaD-MDS,TI,pair-3,spectral,NMI,metric
GLMPCA,0.39,GLMPCA,GLMPCA,TI,pair-3,spectral,NMI,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-3,spectral,NMI,metric
ParametricUMAP200,0.29,Parametric UMAP 200,UMAP,TI,pair-3,spectral,NMI,graph
scScope,0.18,scScope,scScope,TI,pair-3,spectral,NMI,deep
scvis,0.21,scvis,scvis,TI,pair-3,spectral,NMI,deep
EDGE,0.16,EDGE,EDGE,TI,pair-3,spectral,NMI,graph
TriMap,0.42,TriMap,TriMap,TI,pair-3,spectral,NMI,metric
ParametricUMAP50,0.28,Parametric UMAP 50,UMAP,TI,pair-3,spectral,NMI,graph
DRA,0.0,DRA,DRA,TI,pair-3,spectral,NMI,deep
SAUCIE,0.03,SAUCIE,SAUCIE,TI,pair-3,spectral,NMI,deep
PCA,0.38,PCA,PCA,TI,pair-3,spectral,NMI,linear
PHATE,0.36,PHATE,PHATE,TI,pair-3,spectral,NMI,graph
ivis,0.37,IVIS,IVIS,TI,pair-3,spectral,SIL,metric
scGAE,0.07,scGAE,scGAE,TI,pair-3,spectral,SIL,deep
VASC,0.4,VASC,VASC,TI,pair-3,spectral,SIL,deep
scGBM,0.31,scGBM,scGBM,TI,pair-3,spectral,SIL,linear
SPDR,0.54,SPDR,SPDR,TI,pair-3,spectral,SIL,graph
pCMF,0.45,pCMF,pCMF,TI,pair-3,spectral,SIL,linear
SQuaD_MDS_hybrid,0.39,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-3,spectral,SIL,metric
SCDRHA,0.41,SCDRHA,SCDRHA,TI,pair-3,spectral,SIL,deep
TSNE,0.32,t-SNE,t-SNE,TI,pair-3,spectral,SIL,metric
UMAP,0.46,UMAP,UMAP,TI,pair-3,spectral,SIL,graph
VAE,0.37,VAE,VAE,TI,pair-3,spectral,SIL,deep
DREAM,0.31,DREAM,DREAM,TI,pair-3,spectral,SIL,deep
ZIFA,0.26,ZIFA,ZIFA,TI,pair-3,spectral,SIL,linear
SSNMDI,0.13,SSNMDI,SSNMDI,TI,pair-3,spectral,SIL,linear
tGPLVM,0.26,tGPLVM,tGPLVM,TI,pair-3,spectral,SIL,linear
SQuaD_MDS,0.24,SQuaD-MDS,SQuaD-MDS,TI,pair-3,spectral,SIL,metric
GLMPCA,0.33,GLMPCA,GLMPCA,TI,pair-3,spectral,SIL,linear
PaCMAP,0.68,PaCMAP,PaCMAP,TI,pair-3,spectral,SIL,metric
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,TI,pair-3,spectral,SIL,graph
scScope,0.36,scScope,scScope,TI,pair-3,spectral,SIL,deep
scvis,0.16,scvis,scvis,TI,pair-3,spectral,SIL,deep
EDGE,0.34,EDGE,EDGE,TI,pair-3,spectral,SIL,graph
TriMap,0.58,TriMap,TriMap,TI,pair-3,spectral,SIL,metric
ParametricUMAP50,0.48,Parametric UMAP 50,UMAP,TI,pair-3,spectral,SIL,graph
DRA,0.36,DRA,DRA,TI,pair-3,spectral,SIL,deep
SAUCIE,0.5,SAUCIE,SAUCIE,TI,pair-3,spectral,SIL,deep
PCA,0.26,PCA,PCA,TI,pair-3,spectral,SIL,linear
PHATE,0.48,PHATE,PHATE,TI,pair-3,spectral,SIL,graph
ivis,0.02,IVIS,IVIS,TI,pair-4,kmeans,ARI,metric
scGAE,0.03,scGAE,scGAE,TI,pair-4,kmeans,ARI,deep
VASC,0.22,VASC,VASC,TI,pair-4,kmeans,ARI,deep
scGBM,0.21,scGBM,scGBM,TI,pair-4,kmeans,ARI,linear
SPDR,0.06,SPDR,SPDR,TI,pair-4,kmeans,ARI,graph
pCMF,0.04,pCMF,pCMF,TI,pair-4,kmeans,ARI,linear
SQuaD_MDS_hybrid,0.04,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,kmeans,ARI,metric
SCDRHA,0.05,SCDRHA,SCDRHA,TI,pair-4,kmeans,ARI,deep
TSNE,0.09,t-SNE,t-SNE,TI,pair-4,kmeans,ARI,metric
UMAP,0.02,UMAP,UMAP,TI,pair-4,kmeans,ARI,graph
VAE,0.07,VAE,VAE,TI,pair-4,kmeans,ARI,deep
DREAM,0.0,DREAM,DREAM,TI,pair-4,kmeans,ARI,deep
ZIFA,0.18,ZIFA,ZIFA,TI,pair-4,kmeans,ARI,linear
SSNMDI,0.02,SSNMDI,SSNMDI,TI,pair-4,kmeans,ARI,linear
tGPLVM,0.03,tGPLVM,tGPLVM,TI,pair-4,kmeans,ARI,linear
SQuaD_MDS,0.1,SQuaD-MDS,SQuaD-MDS,TI,pair-4,kmeans,ARI,metric
GLMPCA,0.18,GLMPCA,GLMPCA,TI,pair-4,kmeans,ARI,linear
PaCMAP,0.01,PaCMAP,PaCMAP,TI,pair-4,kmeans,ARI,metric
ParametricUMAP200,0.02,Parametric UMAP 200,UMAP,TI,pair-4,kmeans,ARI,graph
scScope,0.06,scScope,scScope,TI,pair-4,kmeans,ARI,deep
scvis,0.13,scvis,scvis,TI,pair-4,kmeans,ARI,deep
EDGE,-0.0,EDGE,EDGE,TI,pair-4,kmeans,ARI,graph
TriMap,0.11,TriMap,TriMap,TI,pair-4,kmeans,ARI,metric
ParametricUMAP50,0.02,Parametric UMAP 50,UMAP,TI,pair-4,kmeans,ARI,graph
DRA,0.0,DRA,DRA,TI,pair-4,kmeans,ARI,deep
SAUCIE,0.02,SAUCIE,SAUCIE,TI,pair-4,kmeans,ARI,deep
PCA,0.25,PCA,PCA,TI,pair-4,kmeans,ARI,linear
PHATE,0.07,PHATE,PHATE,TI,pair-4,kmeans,ARI,graph
ivis,0.06,IVIS,IVIS,TI,pair-4,kmeans,COMP,metric
scGAE,0.1,scGAE,scGAE,TI,pair-4,kmeans,COMP,deep
VASC,0.33,VASC,VASC,TI,pair-4,kmeans,COMP,deep
scGBM,0.31,scGBM,scGBM,TI,pair-4,kmeans,COMP,linear
SPDR,0.17,SPDR,SPDR,TI,pair-4,kmeans,COMP,graph
pCMF,0.07,pCMF,pCMF,TI,pair-4,kmeans,COMP,linear
SQuaD_MDS_hybrid,0.08,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,kmeans,COMP,metric
SCDRHA,0.14,SCDRHA,SCDRHA,TI,pair-4,kmeans,COMP,deep
TSNE,0.25,t-SNE,t-SNE,TI,pair-4,kmeans,COMP,metric
UMAP,0.07,UMAP,UMAP,TI,pair-4,kmeans,COMP,graph
VAE,0.22,VAE,VAE,TI,pair-4,kmeans,COMP,deep
DREAM,0.01,DREAM,DREAM,TI,pair-4,kmeans,COMP,deep
ZIFA,0.23,ZIFA,ZIFA,TI,pair-4,kmeans,COMP,linear
SSNMDI,0.02,SSNMDI,SSNMDI,TI,pair-4,kmeans,COMP,linear
tGPLVM,0.02,tGPLVM,tGPLVM,TI,pair-4,kmeans,COMP,linear
SQuaD_MDS,0.15,SQuaD-MDS,SQuaD-MDS,TI,pair-4,kmeans,COMP,metric
GLMPCA,0.29,GLMPCA,GLMPCA,TI,pair-4,kmeans,COMP,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-4,kmeans,COMP,metric
ParametricUMAP200,0.06,Parametric UMAP 200,UMAP,TI,pair-4,kmeans,COMP,graph
scScope,0.13,scScope,scScope,TI,pair-4,kmeans,COMP,deep
scvis,0.15,scvis,scvis,TI,pair-4,kmeans,COMP,deep
EDGE,0.03,EDGE,EDGE,TI,pair-4,kmeans,COMP,graph
TriMap,0.23,TriMap,TriMap,TI,pair-4,kmeans,COMP,metric
ParametricUMAP50,0.07,Parametric UMAP 50,UMAP,TI,pair-4,kmeans,COMP,graph
DRA,0.0,DRA,DRA,TI,pair-4,kmeans,COMP,deep
SAUCIE,0.06,SAUCIE,SAUCIE,TI,pair-4,kmeans,COMP,deep
PCA,0.29,PCA,PCA,TI,pair-4,kmeans,COMP,linear
PHATE,0.17,PHATE,PHATE,TI,pair-4,kmeans,COMP,graph
ivis,0.12,IVIS,IVIS,TI,pair-4,kmeans,HOMO,metric
scGAE,0.21,scGAE,scGAE,TI,pair-4,kmeans,HOMO,deep
VASC,0.57,VASC,VASC,TI,pair-4,kmeans,HOMO,deep
scGBM,0.56,scGBM,scGBM,TI,pair-4,kmeans,HOMO,linear
SPDR,0.33,SPDR,SPDR,TI,pair-4,kmeans,HOMO,graph
pCMF,0.13,pCMF,pCMF,TI,pair-4,kmeans,HOMO,linear
SQuaD_MDS_hybrid,0.16,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,kmeans,HOMO,metric
SCDRHA,0.25,SCDRHA,SCDRHA,TI,pair-4,kmeans,HOMO,deep
TSNE,0.5,t-SNE,t-SNE,TI,pair-4,kmeans,HOMO,metric
UMAP,0.13,UMAP,UMAP,TI,pair-4,kmeans,HOMO,graph
VAE,0.43,VAE,VAE,TI,pair-4,kmeans,HOMO,deep
DREAM,0.01,DREAM,DREAM,TI,pair-4,kmeans,HOMO,deep
ZIFA,0.39,ZIFA,ZIFA,TI,pair-4,kmeans,HOMO,linear
SSNMDI,0.04,SSNMDI,SSNMDI,TI,pair-4,kmeans,HOMO,linear
tGPLVM,0.03,tGPLVM,tGPLVM,TI,pair-4,kmeans,HOMO,linear
SQuaD_MDS,0.28,SQuaD-MDS,SQuaD-MDS,TI,pair-4,kmeans,HOMO,metric
GLMPCA,0.53,GLMPCA,GLMPCA,TI,pair-4,kmeans,HOMO,linear
PaCMAP,0.04,PaCMAP,PaCMAP,TI,pair-4,kmeans,HOMO,metric
ParametricUMAP200,0.13,Parametric UMAP 200,UMAP,TI,pair-4,kmeans,HOMO,graph
scScope,0.26,scScope,scScope,TI,pair-4,kmeans,HOMO,deep
scvis,0.24,scvis,scvis,TI,pair-4,kmeans,HOMO,deep
EDGE,0.06,EDGE,EDGE,TI,pair-4,kmeans,HOMO,graph
TriMap,0.43,TriMap,TriMap,TI,pair-4,kmeans,HOMO,metric
ParametricUMAP50,0.14,Parametric UMAP 50,UMAP,TI,pair-4,kmeans,HOMO,graph
DRA,0.0,DRA,DRA,TI,pair-4,kmeans,HOMO,deep
SAUCIE,0.11,SAUCIE,SAUCIE,TI,pair-4,kmeans,HOMO,deep
PCA,0.44,PCA,PCA,TI,pair-4,kmeans,HOMO,linear
PHATE,0.32,PHATE,PHATE,TI,pair-4,kmeans,HOMO,graph
ivis,0.08,IVIS,IVIS,TI,pair-4,kmeans,NMI,metric
scGAE,0.14,scGAE,scGAE,TI,pair-4,kmeans,NMI,deep
VASC,0.42,VASC,VASC,TI,pair-4,kmeans,NMI,deep
scGBM,0.4,scGBM,scGBM,TI,pair-4,kmeans,NMI,linear
SPDR,0.22,SPDR,SPDR,TI,pair-4,kmeans,NMI,graph
pCMF,0.09,pCMF,pCMF,TI,pair-4,kmeans,NMI,linear
SQuaD_MDS_hybrid,0.11,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,kmeans,NMI,metric
SCDRHA,0.18,SCDRHA,SCDRHA,TI,pair-4,kmeans,NMI,deep
TSNE,0.33,t-SNE,t-SNE,TI,pair-4,kmeans,NMI,metric
UMAP,0.09,UMAP,UMAP,TI,pair-4,kmeans,NMI,graph
VAE,0.29,VAE,VAE,TI,pair-4,kmeans,NMI,deep
DREAM,0.01,DREAM,DREAM,TI,pair-4,kmeans,NMI,deep
ZIFA,0.29,ZIFA,ZIFA,TI,pair-4,kmeans,NMI,linear
SSNMDI,0.03,SSNMDI,SSNMDI,TI,pair-4,kmeans,NMI,linear
tGPLVM,0.02,tGPLVM,tGPLVM,TI,pair-4,kmeans,NMI,linear
SQuaD_MDS,0.19,SQuaD-MDS,SQuaD-MDS,TI,pair-4,kmeans,NMI,metric
GLMPCA,0.37,GLMPCA,GLMPCA,TI,pair-4,kmeans,NMI,linear
PaCMAP,0.03,PaCMAP,PaCMAP,TI,pair-4,kmeans,NMI,metric
ParametricUMAP200,0.09,Parametric UMAP 200,UMAP,TI,pair-4,kmeans,NMI,graph
scScope,0.18,scScope,scScope,TI,pair-4,kmeans,NMI,deep
scvis,0.19,scvis,scvis,TI,pair-4,kmeans,NMI,deep
EDGE,0.04,EDGE,EDGE,TI,pair-4,kmeans,NMI,graph
TriMap,0.3,TriMap,TriMap,TI,pair-4,kmeans,NMI,metric
ParametricUMAP50,0.09,Parametric UMAP 50,UMAP,TI,pair-4,kmeans,NMI,graph
DRA,0.0,DRA,DRA,TI,pair-4,kmeans,NMI,deep
SAUCIE,0.08,SAUCIE,SAUCIE,TI,pair-4,kmeans,NMI,deep
PCA,0.35,PCA,PCA,TI,pair-4,kmeans,NMI,linear
PHATE,0.23,PHATE,PHATE,TI,pair-4,kmeans,NMI,graph
ivis,0.34,IVIS,IVIS,TI,pair-4,kmeans,SIL,metric
scGAE,0.39,scGAE,scGAE,TI,pair-4,kmeans,SIL,deep
VASC,0.45,VASC,VASC,TI,pair-4,kmeans,SIL,deep
scGBM,0.37,scGBM,scGBM,TI,pair-4,kmeans,SIL,linear
SPDR,0.52,SPDR,SPDR,TI,pair-4,kmeans,SIL,graph
pCMF,0.52,pCMF,pCMF,TI,pair-4,kmeans,SIL,linear
SQuaD_MDS_hybrid,0.36,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,kmeans,SIL,metric
SCDRHA,0.45,SCDRHA,SCDRHA,TI,pair-4,kmeans,SIL,deep
TSNE,0.41,t-SNE,t-SNE,TI,pair-4,kmeans,SIL,metric
UMAP,0.41,UMAP,UMAP,TI,pair-4,kmeans,SIL,graph
VAE,0.37,VAE,VAE,TI,pair-4,kmeans,SIL,deep
DREAM,0.31,DREAM,DREAM,TI,pair-4,kmeans,SIL,deep
ZIFA,0.37,ZIFA,ZIFA,TI,pair-4,kmeans,SIL,linear
SSNMDI,0.44,SSNMDI,SSNMDI,TI,pair-4,kmeans,SIL,linear
tGPLVM,0.32,tGPLVM,tGPLVM,TI,pair-4,kmeans,SIL,linear
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,TI,pair-4,kmeans,SIL,metric
GLMPCA,0.37,GLMPCA,GLMPCA,TI,pair-4,kmeans,SIL,linear
PaCMAP,0.53,PaCMAP,PaCMAP,TI,pair-4,kmeans,SIL,metric
ParametricUMAP200,0.45,Parametric UMAP 200,UMAP,TI,pair-4,kmeans,SIL,graph
scScope,0.38,scScope,scScope,TI,pair-4,kmeans,SIL,deep
scvis,0.5,scvis,scvis,TI,pair-4,kmeans,SIL,deep
EDGE,0.38,EDGE,EDGE,TI,pair-4,kmeans,SIL,graph
TriMap,0.51,TriMap,TriMap,TI,pair-4,kmeans,SIL,metric
ParametricUMAP50,0.44,Parametric UMAP 50,UMAP,TI,pair-4,kmeans,SIL,graph
DRA,0.35,DRA,DRA,TI,pair-4,kmeans,SIL,deep
SAUCIE,0.51,SAUCIE,SAUCIE,TI,pair-4,kmeans,SIL,deep
PCA,0.4,PCA,PCA,TI,pair-4,kmeans,SIL,linear
PHATE,0.51,PHATE,PHATE,TI,pair-4,kmeans,SIL,graph
ivis,0.0,IVIS,IVIS,TI,pair-4,louvain,ARI,metric
scGAE,0.0,scGAE,scGAE,TI,pair-4,louvain,ARI,deep
VASC,0.01,VASC,VASC,TI,pair-4,louvain,ARI,deep
scGBM,0.01,scGBM,scGBM,TI,pair-4,louvain,ARI,linear
SPDR,0.01,SPDR,SPDR,TI,pair-4,louvain,ARI,graph
pCMF,0.0,pCMF,pCMF,TI,pair-4,louvain,ARI,linear
SQuaD_MDS_hybrid,0.01,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,louvain,ARI,metric
SCDRHA,0.01,SCDRHA,SCDRHA,TI,pair-4,louvain,ARI,deep
TSNE,0.02,t-SNE,t-SNE,TI,pair-4,louvain,ARI,metric
UMAP,0.0,UMAP,UMAP,TI,pair-4,louvain,ARI,graph
VAE,0.01,VAE,VAE,TI,pair-4,louvain,ARI,deep
DREAM,0.0,DREAM,DREAM,TI,pair-4,louvain,ARI,deep
ZIFA,0.01,ZIFA,ZIFA,TI,pair-4,louvain,ARI,linear
SSNMDI,0.0,SSNMDI,SSNMDI,TI,pair-4,louvain,ARI,linear
tGPLVM,0.0,tGPLVM,tGPLVM,TI,pair-4,louvain,ARI,linear
SQuaD_MDS,0.01,SQuaD-MDS,SQuaD-MDS,TI,pair-4,louvain,ARI,metric
GLMPCA,0.01,GLMPCA,GLMPCA,TI,pair-4,louvain,ARI,linear
PaCMAP,0.0,PaCMAP,PaCMAP,TI,pair-4,louvain,ARI,metric
ParametricUMAP200,0.0,Parametric UMAP 200,UMAP,TI,pair-4,louvain,ARI,graph
scScope,0.01,scScope,scScope,TI,pair-4,louvain,ARI,deep
scvis,0.01,scvis,scvis,TI,pair-4,louvain,ARI,deep
EDGE,0.0,EDGE,EDGE,TI,pair-4,louvain,ARI,graph
TriMap,0.01,TriMap,TriMap,TI,pair-4,louvain,ARI,metric
ParametricUMAP50,0.0,Parametric UMAP 50,UMAP,TI,pair-4,louvain,ARI,graph
DRA,0.0,DRA,DRA,TI,pair-4,louvain,ARI,deep
SAUCIE,0.0,SAUCIE,SAUCIE,TI,pair-4,louvain,ARI,deep
PCA,0.01,PCA,PCA,TI,pair-4,louvain,ARI,linear
PHATE,0.01,PHATE,PHATE,TI,pair-4,louvain,ARI,graph
ivis,0.05,IVIS,IVIS,TI,pair-4,louvain,COMP,metric
scGAE,0.1,scGAE,scGAE,TI,pair-4,louvain,COMP,deep
VASC,0.16,VASC,VASC,TI,pair-4,louvain,COMP,deep
scGBM,0.16,scGBM,scGBM,TI,pair-4,louvain,COMP,linear
SPDR,0.13,SPDR,SPDR,TI,pair-4,louvain,COMP,graph
pCMF,0.04,pCMF,pCMF,TI,pair-4,louvain,COMP,linear
SQuaD_MDS_hybrid,0.08,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,louvain,COMP,metric
SCDRHA,0.09,SCDRHA,SCDRHA,TI,pair-4,louvain,COMP,deep
TSNE,0.18,t-SNE,t-SNE,TI,pair-4,louvain,COMP,metric
UMAP,0.06,UMAP,UMAP,TI,pair-4,louvain,COMP,graph
VAE,0.15,VAE,VAE,TI,pair-4,louvain,COMP,deep
DREAM,0.01,DREAM,DREAM,TI,pair-4,louvain,COMP,deep
ZIFA,0.11,ZIFA,ZIFA,TI,pair-4,louvain,COMP,linear
SSNMDI,0.03,SSNMDI,SSNMDI,TI,pair-4,louvain,COMP,linear
tGPLVM,0.02,tGPLVM,tGPLVM,TI,pair-4,louvain,COMP,linear
SQuaD_MDS,0.09,SQuaD-MDS,SQuaD-MDS,TI,pair-4,louvain,COMP,metric
GLMPCA,0.15,GLMPCA,GLMPCA,TI,pair-4,louvain,COMP,linear
PaCMAP,0.02,PaCMAP,PaCMAP,TI,pair-4,louvain,COMP,metric
ParametricUMAP200,0.07,Parametric UMAP 200,UMAP,TI,pair-4,louvain,COMP,graph
scScope,0.09,scScope,scScope,TI,pair-4,louvain,COMP,deep
scvis,0.09,scvis,scvis,TI,pair-4,louvain,COMP,deep
EDGE,0.03,EDGE,EDGE,TI,pair-4,louvain,COMP,graph
TriMap,0.14,TriMap,TriMap,TI,pair-4,louvain,COMP,metric
ParametricUMAP50,0.07,Parametric UMAP 50,UMAP,TI,pair-4,louvain,COMP,graph
DRA,0.01,DRA,DRA,TI,pair-4,louvain,COMP,deep
SAUCIE,0.05,SAUCIE,SAUCIE,TI,pair-4,louvain,COMP,deep
PCA,0.13,PCA,PCA,TI,pair-4,louvain,COMP,linear
PHATE,0.12,PHATE,PHATE,TI,pair-4,louvain,COMP,graph
ivis,0.21,IVIS,IVIS,TI,pair-4,louvain,HOMO,metric
scGAE,0.44,scGAE,scGAE,TI,pair-4,louvain,HOMO,deep
VASC,0.66,VASC,VASC,TI,pair-4,louvain,HOMO,deep
scGBM,0.64,scGBM,scGBM,TI,pair-4,louvain,HOMO,linear
SPDR,0.53,SPDR,SPDR,TI,pair-4,louvain,HOMO,graph
pCMF,0.2,pCMF,pCMF,TI,pair-4,louvain,HOMO,linear
SQuaD_MDS_hybrid,0.3,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,louvain,HOMO,metric
SCDRHA,0.36,SCDRHA,SCDRHA,TI,pair-4,louvain,HOMO,deep
TSNE,0.7,t-SNE,t-SNE,TI,pair-4,louvain,HOMO,metric
UMAP,0.24,UMAP,UMAP,TI,pair-4,louvain,HOMO,graph
VAE,0.61,VAE,VAE,TI,pair-4,louvain,HOMO,deep
DREAM,0.06,DREAM,DREAM,TI,pair-4,louvain,HOMO,deep
ZIFA,0.46,ZIFA,ZIFA,TI,pair-4,louvain,HOMO,linear
SSNMDI,0.11,SSNMDI,SSNMDI,TI,pair-4,louvain,HOMO,linear
tGPLVM,0.08,tGPLVM,tGPLVM,TI,pair-4,louvain,HOMO,linear
SQuaD_MDS,0.37,SQuaD-MDS,SQuaD-MDS,TI,pair-4,louvain,HOMO,metric
GLMPCA,0.61,GLMPCA,GLMPCA,TI,pair-4,louvain,HOMO,linear
PaCMAP,0.1,PaCMAP,PaCMAP,TI,pair-4,louvain,HOMO,metric
ParametricUMAP200,0.26,Parametric UMAP 200,UMAP,TI,pair-4,louvain,HOMO,graph
scScope,0.36,scScope,scScope,TI,pair-4,louvain,HOMO,deep
scvis,0.35,scvis,scvis,TI,pair-4,louvain,HOMO,deep
EDGE,0.12,EDGE,EDGE,TI,pair-4,louvain,HOMO,graph
TriMap,0.58,TriMap,TriMap,TI,pair-4,louvain,HOMO,metric
ParametricUMAP50,0.26,Parametric UMAP 50,UMAP,TI,pair-4,louvain,HOMO,graph
DRA,0.05,DRA,DRA,TI,pair-4,louvain,HOMO,deep
SAUCIE,0.18,SAUCIE,SAUCIE,TI,pair-4,louvain,HOMO,deep
PCA,0.54,PCA,PCA,TI,pair-4,louvain,HOMO,linear
PHATE,0.47,PHATE,PHATE,TI,pair-4,louvain,HOMO,graph
ivis,0.09,IVIS,IVIS,TI,pair-4,louvain,NMI,metric
scGAE,0.16,scGAE,scGAE,TI,pair-4,louvain,NMI,deep
VASC,0.26,VASC,VASC,TI,pair-4,louvain,NMI,deep
scGBM,0.25,scGBM,scGBM,TI,pair-4,louvain,NMI,linear
SPDR,0.21,SPDR,SPDR,TI,pair-4,louvain,NMI,graph
pCMF,0.07,pCMF,pCMF,TI,pair-4,louvain,NMI,linear
SQuaD_MDS_hybrid,0.12,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,louvain,NMI,metric
SCDRHA,0.14,SCDRHA,SCDRHA,TI,pair-4,louvain,NMI,deep
TSNE,0.28,t-SNE,t-SNE,TI,pair-4,louvain,NMI,metric
UMAP,0.09,UMAP,UMAP,TI,pair-4,louvain,NMI,graph
VAE,0.24,VAE,VAE,TI,pair-4,louvain,NMI,deep
DREAM,0.02,DREAM,DREAM,TI,pair-4,louvain,NMI,deep
ZIFA,0.18,ZIFA,ZIFA,TI,pair-4,louvain,NMI,linear
SSNMDI,0.04,SSNMDI,SSNMDI,TI,pair-4,louvain,NMI,linear
tGPLVM,0.03,tGPLVM,tGPLVM,TI,pair-4,louvain,NMI,linear
SQuaD_MDS,0.15,SQuaD-MDS,SQuaD-MDS,TI,pair-4,louvain,NMI,metric
GLMPCA,0.24,GLMPCA,GLMPCA,TI,pair-4,louvain,NMI,linear
PaCMAP,0.04,PaCMAP,PaCMAP,TI,pair-4,louvain,NMI,metric
ParametricUMAP200,0.1,Parametric UMAP 200,UMAP,TI,pair-4,louvain,NMI,graph
scScope,0.15,scScope,scScope,TI,pair-4,louvain,NMI,deep
scvis,0.14,scvis,scvis,TI,pair-4,louvain,NMI,deep
EDGE,0.05,EDGE,EDGE,TI,pair-4,louvain,NMI,graph
TriMap,0.23,TriMap,TriMap,TI,pair-4,louvain,NMI,metric
ParametricUMAP50,0.11,Parametric UMAP 50,UMAP,TI,pair-4,louvain,NMI,graph
DRA,0.02,DRA,DRA,TI,pair-4,louvain,NMI,deep
SAUCIE,0.07,SAUCIE,SAUCIE,TI,pair-4,louvain,NMI,deep
PCA,0.22,PCA,PCA,TI,pair-4,louvain,NMI,linear
PHATE,0.19,PHATE,PHATE,TI,pair-4,louvain,NMI,graph
ivis,0.19,IVIS,IVIS,TI,pair-4,louvain,SIL,metric
scGAE,0.41,scGAE,scGAE,TI,pair-4,louvain,SIL,deep
VASC,0.21,VASC,VASC,TI,pair-4,louvain,SIL,deep
scGBM,0.23,scGBM,scGBM,TI,pair-4,louvain,SIL,linear
SPDR,0.22,SPDR,SPDR,TI,pair-4,louvain,SIL,graph
pCMF,0.48,pCMF,pCMF,TI,pair-4,louvain,SIL,linear
SQuaD_MDS_hybrid,0.23,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,louvain,SIL,metric
SCDRHA,0.17,SCDRHA,SCDRHA,TI,pair-4,louvain,SIL,deep
TSNE,0.25,t-SNE,t-SNE,TI,pair-4,louvain,SIL,metric
UMAP,0.23,UMAP,UMAP,TI,pair-4,louvain,SIL,graph
VAE,0.22,VAE,VAE,TI,pair-4,louvain,SIL,deep
DREAM,0.19,DREAM,DREAM,TI,pair-4,louvain,SIL,deep
ZIFA,0.18,ZIFA,ZIFA,TI,pair-4,louvain,SIL,linear
SSNMDI,0.35,SSNMDI,SSNMDI,TI,pair-4,louvain,SIL,linear
tGPLVM,0.19,tGPLVM,tGPLVM,TI,pair-4,louvain,SIL,linear
SQuaD_MDS,0.16,SQuaD-MDS,SQuaD-MDS,TI,pair-4,louvain,SIL,metric
GLMPCA,0.18,GLMPCA,GLMPCA,TI,pair-4,louvain,SIL,linear
PaCMAP,0.27,PaCMAP,PaCMAP,TI,pair-4,louvain,SIL,metric
ParametricUMAP200,0.23,Parametric UMAP 200,UMAP,TI,pair-4,louvain,SIL,graph
scScope,0.21,scScope,scScope,TI,pair-4,louvain,SIL,deep
scvis,0.24,scvis,scvis,TI,pair-4,louvain,SIL,deep
EDGE,0.21,EDGE,EDGE,TI,pair-4,louvain,SIL,graph
TriMap,0.26,TriMap,TriMap,TI,pair-4,louvain,SIL,metric
ParametricUMAP50,0.23,Parametric UMAP 50,UMAP,TI,pair-4,louvain,SIL,graph
DRA,0.21,DRA,DRA,TI,pair-4,louvain,SIL,deep
SAUCIE,0.23,SAUCIE,SAUCIE,TI,pair-4,louvain,SIL,deep
PCA,0.19,PCA,PCA,TI,pair-4,louvain,SIL,linear
PHATE,0.22,PHATE,PHATE,TI,pair-4,louvain,SIL,graph
ivis,0.02,IVIS,IVIS,TI,pair-4,spectral,ARI,metric
scGAE,0.08,scGAE,scGAE,TI,pair-4,spectral,ARI,deep
VASC,0.11,VASC,VASC,TI,pair-4,spectral,ARI,deep
scGBM,0.11,scGBM,scGBM,TI,pair-4,spectral,ARI,linear
SPDR,0.07,SPDR,SPDR,TI,pair-4,spectral,ARI,graph
pCMF,0.02,pCMF,pCMF,TI,pair-4,spectral,ARI,linear
SQuaD_MDS_hybrid,0.04,SQuaD-MDS hybrid,SQuaD-MDS,TI,pair-4,spectral,ARI,metric
SCDRHA,0.05,SCDRHA,SCDRHA,TI,pair-4,spectral,ARI,deep
TSNE,0.14,t-SNE,t-SNE,TI,pair-4,spectral,ARI,metric
UMAP,0.01,UMAP,UMAP,TI,pair-4,spectral,ARI,graph
VAE,0.09,VAE,VAE,TI,pair-4,spectral,ARI,deep
